Smallest_Island_group	mean_CCSM_piControl_1760_bio1	mean_CCSM_piControl_1760_bio2	mean_CCSM_piControl_1760_bio3	mean_CCSM_piControl_1760_bio4	mean_CCSM_piControl_1760_bio5	mean_CCSM_piControl_1760_bio6	mean_CCSM_piControl_1760_bio7	mean_CCSM_piControl_1760_bio8	mean_CCSM_piControl_1760_bio9	mean_CCSM_piControl_1760_bio10	mean_CCSM_piControl_1760_bio11	mean_CCSM_piControl_1760_bio12	mean_CCSM_piControl_1760_bio13	mean_CCSM_piControl_1760_bio14	mean_CCSM_piControl_1760_bio15	mean_CCSM_piControl_1760_bio16	mean_CCSM_piControl_1760_bio17	mean_CCSM_piControl_1760_bio18	mean_CCSM_piControl_1760_bio19
Pingelap	27.375661849975586	0.6000114679336548	60.11791229248047	15.874659538269043	27.867473602294922	26.869415283203125	0.9980577826499939	27.372692108154297	27.493545532226562	27.493545532226562	27.16312026977539	3511.392822265625	451.1700134277344	245.63824462890625	22.029157638549805	1130.0303955078125	787.48724365234375	787.48724365234375	801.544677734375
Pohnpei	27.36786651611328	0.6087065577507019	58.88452796936035	17.92770471572876	27.87830743789673	26.84447774887085	1.0338297009468078	27.35757999420166	27.134794521331788	27.504826736450195	27.134794521331788	3415.998400878906	448.8571029663086	238.31804428100585	21.706287002563478	1060.5466796875	762.8446563720703	812.6736267089843	762.8446563720703
Pollap	27.361722946166992	0.5675652027130127	52.595584869384766	20.49201202392578	27.876291275024414	26.79718017578125	1.079111933708191	27.31696891784668	27.124441146850586	27.51721954345703	27.124441146850586	3164.808837890625	406.4322204589844	216.07571411132812	20.166358947753906	932.04400634765625	690.88824462890625	778.16107177734375	690.88824462890625
Puka-puka	26.426593780517578	0.5501509308815002	21.60988998413086	74.66504669189453	27.634132385253906	25.088302612304688	2.5458295345306396	27.016862869262695	25.71318817138672	27.13169288635254	25.71318817138672	1872.9359130859375	215.67347717285156	83.87409210205078	31.434432983398438	613.66986083984375	282.75457763671875	517.27728271484375	282.75457763671875
Pukapuka	27.28642578125	0.5626047015190124	40.027295684814455	33.19308319091797	27.967705154418944	26.555016708374023	1.4126888275146485	27.542377471923828	27.028017425537108	27.597411346435546	26.977899169921876	2867.576318359375	296.49473266601564	154.0792022705078	20.702892303466797	860.3429931640625	537.6623596191406	725.8393432617188	743.7317626953125
Puluwat	27.382904688517254	0.5778229335943857	56.69101587931315	17.128940105438232	27.883379300435383	26.86377239227295	1.0196073452631633	27.360240936279297	27.224990526835125	27.507251103719074	27.176005999247234	3300.292724609375	421.87305704752606	222.25086466471353	21.140608151753742	1030.8119506835938	730.4564412434896	758.8488260904948	735.186767578125
Raivavae	22.712799072265625	0.7031787633895874	11.825695037841797	201.05323791503906	25.832502365112305	19.886308670043945	5.946194171905518	24.460872650146484	21.02249526977539	24.47390365600586	20.89392852783203	1531.6812744140625	177.7484588623047	76.78746795654297	25.41375732421875	473.2336730957031	257.69964599609375	434.6295166015625	366.11846923828125
Rakahanga-Manihiki	27.285639762878418	0.5690765678882599	44.775238037109375	28.07112693786621	27.88546085357666	26.6144962310791	1.2709659337997437	27.49334716796875	27.097203254699707	27.54916763305664	27.002840042114258	2701.6436767578125	300.1820831298828	135.45040130615234	24.044196128845215	833.66558837890625	487.590576171875	741.37982177734375	639.0076904296875
Rapa Iti	20.581056741567757	0.7717173237067002	11.21359685751108	233.09999319223257	24.2374324798584	17.355454958402195	6.881977081298828	18.513361857487606	18.606294191800632	22.76651646540715	18.513361857487606	1409.716299203726	146.09640385554388	64.62522418682391	25.86645801250751	418.8170940692608	232.3212667611929	341.52467228816107	418.8170940692608
Rapa Nui	20.963329315185547	0.709014892578125	13.396800994873047	174.8053436279297	23.662094116210938	18.369674682617188	5.29241943359375	19.594097137451172	22.451948165893555	22.52378273010254	19.283489227294922	1050.572509765625	145.87945556640625	29.93906021118164	48.58991622924805	392.4776306152344	101.55400848388672	326.7489929199219	229.7918701171875
Raro Matai	26.111993890059622	0.5814706275337621	18.544973273026315	97.85758329692639	27.741813157734118	24.597639485409385	3.1441734339061536	26.853498157701996	25.224861646953382	27.09193259791324	25.224861646953382	2082.5708778782896	235.10859439247534	96.13148257606908	29.176414088199014	657.1953671104029	330.4501166092722	625.5007484837582	330.4501166092722
Rarotonga	23.82175636291504	0.6367577910423279	12.004928588867188	174.879638671875	26.605640411376953	21.301504135131836	5.304136753082275	25.291337966918945	22.422365188598633	25.40226173400879	22.171064376831055	1452.107421875	185.1036834716797	74.96885681152344	32.912071228027344	470.3286437988281	250.68008422851562	444.8161926269531	286.282470703125
Ratak	27.197023659421685	0.5765109720983004	43.70190297511586	31.31778780201025	27.86415960077654	26.4743970653467	1.389762691761318	27.444417464105708	26.93893756364521	27.47810645689044	26.84586234260024	2852.8734323601975	367.2774525023343	116.61237052449009	33.23935122238962	909.3309591192948	559.7968548557214	876.3446798491897	590.0146652355529
Reao	25.406617709568568	0.6051941386290959	17.088876588003977	112.52495356968471	27.164264951433456	23.622008187430247	3.542257990155901	26.31150327410017	24.413352148873464	26.475079808916366	24.412438665117538	1934.405038016183	204.16789027622767	101.15114321027484	21.621367863246373	585.280521937779	361.53640529087613	509.8937007359096	398.45105634416853
Reef Islands	27.280277252197266	0.5730244318644205	29.56441879272461	50.38097890218099	28.23647181193034	26.29818852742513	1.9382826487223308	27.766787846883137	26.825394948323567	27.766787846883137	26.825394948323567	3248.9784342447915	360.2585957845052	222.27315775553384	16.48178990681966	886.0623372395834	709.363037109375	886.0623372395834	709.363037109375
Rennelle	26.8933048248291	0.5398467779159546	19.358728408813477	83.3194808959961	28.194128036499023	25.405479431152344	2.7886478900909424	27.530832290649414	26.252880096435547	27.694766998291016	26.094743728637695	2713.89453125	339.3032531738281	125.55162811279297	30.226360321044922	844.474853515625	503.4325866699219	823.2244873046875	542.762451171875
Rimatara	23.639610290527344	0.6438946723937988	11.896296501159668	180.515380859375	26.49541664123535	21.082853317260742	5.412563800811768	25.171798706054688	22.158489227294922	25.261058807373047	21.967090606689453	1509.385009765625	184.3283233642578	76.58548736572266	30.12053108215332	476.39434814453125	259.802490234375	464.4489440917969	308.7392578125
Rotuma	27.062312262398855	0.5646115967205593	25.30796296255929	64.06516865321568	28.16739136832101	25.933995383126394	2.2333947249821255	27.66242790222168	26.53740882873535	27.66242790222168	26.474331992013113	2916.0284249441966	317.9227556501116	166.97310747419084	18.660390036446707	828.2115914481027	628.3410731724331	828.2115914481027	653.7477591378348
Rurutu	23.249017079671223	0.6562378207842509	11.606341044108072	190.16432189941406	26.225849151611328	20.570523579915363	5.655325571695964	24.927778244018555	21.674531936645508	24.927778244018555	21.50322977701823	1497.19580078125	179.89852396647134	74.49386850992839	27.95839500427246	460.00998942057294	254.16390991210938	460.00998942057294	329.02056884765625
Rālik	27.183387814281144	0.5835138007859203	41.92899774836603	35.231577813068284	27.910547786783948	26.407450323907014	1.503097646704344	27.483670034141184	26.911912271909625	27.51760717195885	26.805656138981615	2706.426060471579	349.25722767482296	107.43343198187998	35.86255096275116	898.4272419581904	503.6025813450323	844.7025601395936	555.5861422102028
Rēkohou	12.660635248819988	1.9757984002431235	23.82653465270996	239.10127665201824	17.249190711975096	8.956547832489013	8.292642752329508	10.297598044077555	15.151354471842447	15.151354471842447	10.297598044077555	1083.6268513997395	111.20983149210612	69.66471303304037	16.94582029978434	320.38396606445315	220.6141128540039	220.6141128540039	320.38396606445315
Saipan	26.805871963500977	0.5526285767555237	20.460847854614258	79.722412109375	27.992708206176758	25.291799545288086	2.7009077072143555	27.551651000976562	26.086637496948242	27.551651000976562	26.086637496948242	1727.646484375	284.7373352050781	42.103477478027344	62.28406524658203	712.43231201171875	182.10035705566406	712.43231201171875	182.10035705566406
Santo	26.08845406991464	0.5727607541614108	14.234498801054778	129.36880436650029	28.006878393667716	23.979092633282697	4.027785919330738	27.195112864176433	24.81109152899848	27.23356677867748	24.81109152899848	2150.4263057002313	293.52273898654516	72.72466843216507	45.02448880230939	777.6239533600984	318.933518021195	715.4308697735822	318.933518021195
Satawal	27.3918514251709	0.5927875638008118	56.908966064453125	17.040218353271484	27.89777946472168	26.856138229370117	1.0416417121887207	27.366466522216797	27.18764877319336	27.51020050048828	27.18764877319336	3259.6650390625	413.4580993652344	219.9297332763672	21.003604888916016	1022.0693969726562	730.65557861328125	738.2557373046875	730.65557861328125
Satawal (Woleai speaking)	27.388404672796074	0.6017340475862677	56.074210773814805	17.947248458862305	27.903393832120027	26.8296236558394	1.0737700462341309	27.35529136657715	27.34835364601829	27.51297881386497	27.17710321599787	3205.2846457741475	405.5901184082031	216.60697798295453	20.606420170177113	991.4827658913352	714.2181729403409	733.7105712890625	717.386962890625
Sikaiana	27.348987579345703	0.5761497616767883	36.33252716064453	35.757469177246094	28.129091262817383	26.543323516845703	1.5857685804367065	27.119098663330078	26.980754852294922	27.727983474731445	26.980754852294922	3499.7099609375	356.9600524902344	213.05514526367188	16.9277286529541	991.03594970703125	766.7977294921875	895.5638427734375	766.7977294921875
Solomons (Non Remote Oceania)	27.217461702910036	0.5863973053492485	33.89877445512123	41.663744438953735	28.060557304388208	26.32006566526344	1.740491453831069	27.039500468128356	26.80668771312893	27.650795584379384	26.80568839185681	3354.9348871117845	358.51491716630477	194.5650240295928	19.260456337410393	971.064493736673	698.1477499250825	839.4092098050791	700.7203610081257
Sonsorol	27.50423812866211	0.6049332022666931	59.90619468688965	12.66972017288208	27.957666397094727	26.94752311706543	1.0101439952850342	27.529592514038086	27.546198844909668	27.59382915496826	27.34733295440674	2801.033935546875	353.9510192871094	159.96604919433594	25.27578067779541	930.3908996582031	543.7590637207031	661.64471435546875	665.2392578125
Sorol	27.386457443237305	0.5570655465126038	50.45521545410156	20.512943267822266	27.885177612304688	26.781097412109375	1.104079246520996	27.3117733001709	27.16119384765625	27.555639266967773	27.16119384765625	3061.47607421875	361.7486267089844	207.9838409423828	18.581886291503906	918.371826171875	663.15985107421875	760.47491455078125	663.15985107421875
South Island (NZ)	10.404556702252917	3.575614299391744	34.15436418193922	251.20046052478608	16.493632013038884	6.11904365735544	10.374588475191503	8.594868499832344	12.800484525828733	13.239886188268065	7.827546662256532	1457.160667782738	137.63813385927588	110.97172758633033	7.2664209003735305	399.44283621651783	341.9288275391237	343.6015376423236	366.20404549887905
Sāmoa	26.71945959946205	0.572142335875281	22.439041137695312	76.04652681021855	27.983692300730738	25.410806261259935	2.5728865779679397	27.310847183753705	26.036613661667396	27.45612151047279	26.035115537972285	2527.126852101293	276.1460855418238	118.14217034701643	25.3300289285594	763.4483937230603	432.5944119157462	737.3670001852101	439.2719337200296
Takuu	27.487055672539604	0.648709237575531	46.31049601236979	25.79984410603841	28.17570622762044	26.774922688802082	1.4007822142706976	27.31804042392307	27.777016109890408	27.777016109890408	27.230546103583443	3169.3337673611113	368.71615261501734	197.11383056640625	21.51039759318034	992.6941663953993	709.0574747721354	709.0574747721354	739.6470404730903
Tamambo	25.873334884643555	0.5763015151023865	13.451677322387695	139.0155487060547	27.91754722595215	23.633312225341797	4.28423547744751	27.05652618408203	24.49380111694336	27.10866928100586	24.49380111694336	2061.148193359375	286.49176025390625	68.18829345703125	47.22614288330078	754.09332275390625	293.4263916015625	702.228759765625	293.4263916015625
Tangoa	25.89780044555664	0.5728374123573303	13.326993942260742	139.73570251464844	27.944795608520508	23.64647102355957	4.298324108123779	27.08188247680664	24.50705909729004	27.143964767456055	24.50705909729004	2030.607421875	286.6048278808594	65.01074981689453	48.84967041015625	750.49908447265625	281.4713439941406	700.0196533203125	281.4713439941406
Tanna	24.629594802856445	0.5860098600387573	10.250787734985352	192.23141479492188	27.416040420532227	21.699310302734375	5.716730117797852	26.235715866088867	23.20408821105957	26.357511520385742	22.721065521240234	1498.1883544921875	223.08856201171875	51.26171112060547	53.517234802246094	558.05267333984375	188.50845336914062	545.5577392578125	206.06954956054688
Tatakoto	25.8233699798584	0.5799899697303772	18.144811630249023	99.52459716796875	27.394330978393555	24.197879791259766	3.196450710296631	26.62187385559082	24.92075538635254	26.76743507385254	24.92075538635254	1975.02197265625	213.18296813964844	95.84244537353516	25.774465560913086	621.33056640625	337.41864013671875	522.62823486328125	337.41864013671875
Taveuni	25.74098777770996	0.5785131454467773	13.826062202453613	134.63511657714844	27.839521408081055	23.655298233032227	4.184222221374512	27.016660690307617	24.472312927246094	27.016660690307617	24.472312927246094	2051.860107421875	264.30999755859375	93.17744445800781	38.699462890625	723.474365234375	329.11773681640625	723.474365234375	329.11773681640625
Te Anu	27.068683624267578	0.5678977370262146	23.111459732055664	69.74304962158203	28.25643539428711	25.799222946166992	2.4572126865386963	27.64265251159668	26.484249114990234	27.70368003845215	26.444150924682617	2933.34033203125	338.33563232421875	160.04446411132812	22.227380752563477	844.609130859375	611.04827880859375	834.7208251953125	642.96221923828125
Te Fenua ’Enata	26.590394973754883	0.5700958195854636	29.011547986198874	52.64452788409065	27.548935834099264	25.58341755586512	1.9655188111697925	27.163529115564682	26.207919176887064	27.163529115564682	26.073803957770853	1707.6313332950367	310.99730547736675	48.48008997300092	72.0886760038488	791.8935798196231	176.7236094755285	791.8935798196231	184.01590235093062
Te Henua ‘Enana	26.563662107600724	0.5816440596136936	31.46444320678711	46.97907106266465	27.467688671378202	25.618797612744707	1.8488912443782008	27.070288325465004	26.041580510693926	27.070288325465004	26.041580510693926	1851.2047516578853	354.1852977663972	40.47705841064453	81.96934864132903	951.6838137604469	135.88464586124863	951.6838137604469	135.88464586124863
Tegua	26.74402618408203	0.5643672347068787	18.266366958618164	93.79839324951172	28.218217849731445	25.128564834594727	3.0896520614624023	27.54938316345215	25.853317260742188	27.570886611938477	25.853317260742188	2561.36376953125	319.2805480957031	107.59834289550781	32.7253303527832	835.3953857421875	469.90203857421875	775.11767578125	469.90203857421875
Tikopia	27.00346565246582	0.5780032277107239	22.506227493286133	73.93331146240234	28.248985290527344	25.68079376220703	2.568192481994629	27.640714645385742	26.381797790527344	27.650636672973633	26.34071159362793	2862.767578125	331.5234375	149.7327117919922	23.241792678833008	842.63665771484375	595.68145751953125	814.1990966796875	610.2503662109375
Tinian	26.84141222635905	0.5523228446642557	21.204155604044598	76.29433695475261	27.98521614074707	25.378774642944336	2.6064414978027344	27.556488037109375	26.160865147908527	27.556488037109375	26.160865147908527	1762.0506184895833	286.2931213378906	43.45259094238281	60.75963592529297	722.3091837565104	191.92396545410156	722.3091837565104	191.92396545410156
Tobi	27.557466506958008	0.6054038405418396	61.746883392333984	10.524081230163574	28.012447357177734	27.031986236572266	0.980460524559021	27.621618270874023	27.565019607543945	27.621618270874023	27.44468879699707	2407.669189453125	287.00262451171875	141.36563110351562	22.6286678314209	757.9500732421875	469.99395751953125	757.9500732421875	577.84942626953125
Tokelau	27.414167646928266	0.607253593748266	51.68845492276279	20.678506989912552	27.96004420193759	26.784907739812677	1.1751366745341907	27.595375858653675	27.280894435535778	27.595375858653675	27.210794206099077	3431.0249378551134	368.2700045498935	237.8437039462003	14.08781446977095	978.7906449751421	775.0750643643466	978.7906449751421	846.2123967950994
Tonga	24.58055418765906	0.5815232233567671	11.319600469415837	171.34443377870502	27.204748292402787	22.04387024388169	5.160878424210982	26.041450119018556	23.217410463275332	26.108291799371894	22.955601906053946	1573.3233916311553	217.09245152328953	77.48842292554451	38.87642588759913	527.7098815917968	251.957099498402	517.1384900642164	277.85083766128076
Tongoa	25.529462575912476	0.5856929644942284	12.310625553131104	156.81866264343262	27.817088842391968	23.056805849075317	4.760282874107361	26.867682933807373	23.97426199913025	26.91726064682007	23.97426199913025	1868.3816375732422	265.5730628967285	63.657848834991455	49.35669994354248	685.8195648193359	255.94380569458008	657.2474594116211	255.94380569458008
Tuamotu	26.1321083236896	0.5853742687187531	19.667832683781697	93.03682413647353	27.634254142996497	24.62207354238905	3.012180649971647	26.86557283779598	25.303181486087748	27.032725699672614	25.299656329386035	2085.864358802829	226.07532971083856	96.40023733130636	27.98085269675906	662.4561808985235	337.05853881835935	583.007419347553	354.3181216874312
Tungaru	27.106843033882036	0.5869645566156466	49.38271337012722	17.95714763092668	27.709718743415728	26.518013914970503	1.1917049876631123	27.168075195730548	26.905633586726776	27.329493927629027	26.905633586726776	1532.4282878718964	190.96481145571357	61.06787577067336	32.19042946541146	490.48812489966826	214.47891841522636	449.1031460696704	214.47891841522636
Tupuai	22.956344604492188	0.6794583201408386	11.690505027770996	196.308349609375	26.005094528198242	20.193042755126953	5.8120527267456055	24.674806594848633	21.3160343170166	24.674806594848633	21.16852378845215	1523.49365234375	179.06553649902344	76.45146179199219	26.253236770629883	469.60321044921875	257.4266662597656	469.60321044921875	350.7801818847656
Tureia	23.93268394470215	0.6509948372840881	13.22394847869873	164.64622497558594	26.492733001708984	21.56988525390625	4.922847747802734	25.477739334106445	22.459714889526367	25.477739334106445	22.459714889526367	1824.9658203125	183.2537841796875	115.08802795410156	16.734107971191406	534.87005615234375	371.8237609863281	534.87005615234375	371.8237609863281
Tutuba	25.873334884643555	0.5763015151023865	13.451677322387695	139.0155487060547	27.91754722595215	23.633312225341797	4.28423547744751	27.05652618408203	24.49380111694336	27.10866928100586	24.49380111694336	2061.148193359375	286.49176025390625	68.18829345703125	47.22614288330078	754.09332275390625	293.4263916015625	702.228759765625	293.4263916015625
Tuvalu	27.450251210120417	0.6456392859258959	49.28250909620716	23.243311820491666	28.07238987953432	26.753259012776038	1.3191313532090956	27.650684356689453	27.574657501712924	27.674840127268144	27.210776236749464	3712.1951746786795	387.65982646326864	250.53129405360067	12.28123095727736	1013.7037156628024	874.22119632844	1005.7302580802672	889.7152503228957
Ulithi	27.295505460103353	0.5386630177497864	39.413547643025716	30.54811668395996	27.910805384318035	26.5425017674764	1.3683040142059326	27.525762176513673	26.993297704060872	27.53993231455485	26.993297704060872	2741.546183268229	302.7097859700521	164.0569071451823	21.684514427185057	758.4317138671875	539.3053365071614	752.0848531087239	539.3053365071614
Ureparapara	26.615989685058594	0.5701972842216492	17.30900001525879	101.4262924194336	28.18853759765625	24.89431381225586	3.294224262237549	27.495458602905273	25.643983840942383	27.503021240234375	25.643983840942383	2458.13232421875	312.43310546875	97.494110107421875	35.469390869140625	824.70404052734375	428.86309814453125	757.2457275390625	428.86309814453125
Utupua	27.148595809936523	0.5647313594818115	24.77855110168457	63.10594177246094	28.254213333129883	25.975099563598633	2.27911376953125	27.735763549804688	26.610530853271484	27.735763549804688	26.596311569213867	3030.195068359375	345.6979064941406	177.2349395751953	20.176565170288086	852.4185791015625	642.23272705078125	852.4185791015625	691.20196533203125
Uvea (Wallis)	26.940418243408203	0.5566081404685974	23.65545082092285	69.88013458251953	28.101009368896484	25.748029708862305	2.352980375289917	27.48977279663086	26.36525535583496	27.609355926513672	26.29728889465332	2736.8828125	302.9399719238281	140.04071044921875	22.0856876373291	798.68072509765625	523.5321044921875	784.57403564453125	630.095947265625
Vanikoro	27.068683624267578	0.5678977370262146	23.111459732055664	69.74304962158203	28.25643539428711	25.799222946166992	2.4572126865386963	27.64265251159668	26.484249114990234	27.70368003845215	26.444150924682617	2933.34033203125	338.33563232421875	160.04446411132812	22.227380752563477	844.609130859375	611.04827880859375	834.7208251953125	642.96221923828125
Vanua Lava	26.621257019042968	0.5733410239219665	17.508081436157227	100.63348236083985	28.187078857421874	24.91230239868164	3.2747775077819825	27.498223495483398	25.660239028930665	27.499736022949218	25.660239028930665	2470.33544921875	311.6085205078125	99.07732543945312	34.825677490234376	825.1360229492187	434.20355224609375	811.6443603515625	434.20355224609375
Vanua Levu	25.819800498637747	0.608742485655115	14.733622875619442	131.36816998745533	27.885354244962652	23.76092466394952	4.124429426294692	27.06001097090701	24.57667880362653	27.06001097090701	24.57667880362653	2086.612850108045	268.7427186357214	93.46188500586976	38.552681618548455	733.7073338285405	333.67138964064577	733.7073338285405	333.67138964064577
Vao	25.873334884643555	0.5763015151023865	13.451677322387695	139.0155487060547	27.91754722595215	23.633312225341797	4.28423547744751	27.05652618408203	24.49380111694336	27.10866928100586	24.49380111694336	2061.148193359375	286.49176025390625	68.18829345703125	47.22614288330078	754.09332275390625	293.4263916015625	702.228759765625	293.4263916015625
Vatulele	24.94580602645874	1.0029132813215256	18.394408226013184	165.6499366760254	27.71442413330078	22.272490978240967	5.441933751106262	26.390286445617676	23.302709102630615	26.390286445617676	23.302709102630615	1771.1759033203125	247.76486587524414	80.0296401977539	44.168460845947266	623.9217529296875	267.19837951660156	623.9217529296875	267.19837951660156
Viti Levu	25.20967583578141	1.1802972946010652	21.651493338287853	155.04678870029136	27.924900555219807	22.582600202716765	5.342300970046247	26.567351263077533	23.654470099777473	26.588932756517753	23.654470099777473	1876.3470639088114	259.7100529905225	82.45666103675717	43.52603324514921	664.1128319912269	281.61120205238217	656.8878273885758	281.61120205238217
Wolei	27.40327447036217	0.587783274979427	56.10701607013571	17.27520390214591	27.894505007513636	26.841974916129278	1.0525296022152077	27.380087359198207	27.450348229243836	27.53262269907984	27.19993920161806	3175.662799703664	390.9518453663793	209.71995070884967	21.211196175936994	996.4948288490033	688.2673971241918	758.1581252525592	716.9011735587285
Wūjlan̄	27.197538375854492	0.5388004183769226	33.84869384765625	39.82310485839844	27.94220733642578	26.35041618347168	1.5917909145355225	27.579959869384766	26.971527099609375	27.579959869384766	26.79024314880371	2384.868896484375	303.7571716308594	66.26502990722656	38.55489730834961	836.460693359375	430.32977294921875	836.460693359375	463.2381286621094
Yap	27.32510299682617	0.5450924634933472	41.921041107177736	27.865321350097656	27.91060562133789	26.608841705322266	1.3017636299133302	27.417085647583008	27.050085067749023	27.560310745239256	27.050085067749023	2866.2205078125	319.90220336914064	187.76424560546874	19.335857391357422	782.028173828125	578.9337646484375	765.7209716796875	578.9337646484375
Yasawa (greater)	25.486956640731457	1.6139960178109103	29.10436160065407	144.55312365154887	28.252424705860225	22.77216398993204	5.480261098506839	26.719879039498263	23.979136223016784	26.77016919158226	23.979136223016784	1938.2220813839936	271.4568218852198	79.84124729245208	44.47391758408657	689.6656487043514	284.99504621638806	675.7591361112372	284.99504621638806
Ānewetak	27.00064479603487	0.5260567945592544	25.31092217389275	57.351794972139245	27.96438497655532	25.883795008939856	2.080589266384349	27.582913342644186	26.55316431382123	27.582913342644186	26.47729503407198	1970.474666819853	271.712693158318	33.39554124719956	51.80989904964672	783.7420869715073	233.27316822725183	783.7420869715073	344.12293198529414
