Smallest_Island_group	mean_CCSM_piControl_1760_bio1	mean_CCSM_piControl_1760_bio2	mean_CCSM_piControl_1760_bio3	mean_CCSM_piControl_1760_bio4	mean_CCSM_piControl_1760_bio5	mean_CCSM_piControl_1760_bio6	mean_CCSM_piControl_1760_bio7	mean_CCSM_piControl_1760_bio8	mean_CCSM_piControl_1760_bio9	mean_CCSM_piControl_1760_bio10	mean_CCSM_piControl_1760_bio11	mean_CCSM_piControl_1760_bio12	mean_CCSM_piControl_1760_bio13	mean_CCSM_piControl_1760_bio14	mean_CCSM_piControl_1760_bio15	mean_CCSM_piControl_1760_bio16	mean_CCSM_piControl_1760_bio17	mean_CCSM_piControl_1760_bio18	mean_CCSM_piControl_1760_bio19
Bellona	26.913461685180664	0.5423405170440674	20.849123001098633	76.30988311767578	28.128568649291992	25.527305603027344	2.6012630462646484	27.48317527770996	26.31916618347168	27.658416748046875	26.193090438842773	2819.8134765625	345.6856994628906	140.71133422851562	27.60515594482422	850.43804931640625	536.405029296875	838.97265625	593.9976806640625
Bokak	26.422375361124676	0.5525961716969808	18.2368958791097	91.06691996256511	27.85316530863444	24.823069254557293	3.0300960540771484	27.318666458129883	25.568444569905598	27.318666458129883	25.568444569905598	1511.2039794921875	257.18438720703125	16.548878351847332	68.024658203125	663.1162109375	95.36691538492839	663.1162109375	95.36691538492839
Chuuk	27.3640575852505	0.570235958626104	55.32436149064885	19.024251161619674	27.868397136067234	26.837075322173362	1.0313219033008398	27.334147342415744	27.137240054995516	27.512245777041414	27.1335106783135	3265.7302388035973	422.50358368629634	220.45599720089933	20.837977431541265	987.5882724495822	717.6359671659247	790.55682373046875	717.7324467148892
Duff Islands	27.346752166748047	0.5976481437683105	33.36460494995117	43.58097839355469	28.234397888183594	26.443134307861328	1.7912640571594238	27.77060317993164	26.932647705078125	27.77060317993164	26.932647705078125	3391.9443359375	367.19317626953125	231.4974365234375	14.836073875427246	909.39300537109375	754.9195556640625	909.39300537109375	754.9195556640625
East Futuna	26.667184829711914	0.567329466342926	20.110626220703125	87.08333587646484	28.07870101928711	25.257658004760742	2.8210432529449463	27.51246452331543	25.92009735107422	27.51246452331543	25.88895034790039	2533.394287109375	290.8882141113281	125.62876892089844	26.359764099121094	788.2933349609375	467.2198791503906	788.2933349609375	532.4466552734375
Efate	25.27070140838623	0.5885963886976242	11.506035327911377	169.92373275756836	27.739943504333496	22.62263584136963	5.1173073053359985	26.703214168548584	23.57956838607788	26.78786277770996	23.57956838607788	1729.2513427734375	255.161865234375	58.00226974487305	52.77921676635742	643.9173126220703	228.3346824645996	626.6857452392578	228.3346824645996
Emae	25.396921157836914	0.5881466269493103	11.875443458557129	163.90481567382812	27.780418395996094	22.827791213989258	4.9526286125183105	26.78304672241211	23.766340255737305	26.857425689697266	23.766340255737305	1804.1861572265625	261.5587463378906	60.662837982177734	51.264041900634766	668.8314208984375	242.02230834960938	644.77386474609375	242.02230834960938
Epi	25.561933517456055	0.586088240146637	12.459060668945312	154.83694458007812	27.818273544311523	23.114160537719727	4.704112529754639	26.87818145751953	24.024673461914062	26.93703269958496	24.024673461914062	1891.7314453125	269.6280212402344	63.193363189697266	49.7042236328125	696.548828125	256.8748779296875	666.39501953125	256.8748779296875
Erromango	24.84593391418457	0.5848445892333984	10.589277267456055	184.9674530029297	27.530750274658203	22.007761001586914	5.522989273071289	26.400720596313477	23.473712921142578	26.50059700012207	23.008705139160156	1565.615234375	233.3131103515625	53.641029357910156	53.40339660644531	582.1380615234375	200.7529754638672	571.141845703125	211.5823211669922
Etarik	25.396921157836914	0.5881466269493103	11.875443458557129	163.90481567382812	27.780418395996094	22.827791213989258	4.9526286125183105	26.78304672241211	23.766340255737305	26.857425689697266	23.766340255737305	1804.1861572265625	261.5587463378906	60.662837982177734	51.264041900634766	668.8314208984375	242.02230834960938	644.77386474609375	242.02230834960938
Futuna + Aniwa	24.5358304977417	0.5808034241199493	10.076260089874268	194.16951751708984	27.35193920135498	21.586880683898926	5.7650580406188965	26.161261558532715	23.09231662750244	26.279141426086426	22.6106014251709	1476.3529052734375	217.91754150390625	52.558847427368164	52.16761589050293	544.8310546875	189.20940399169922	533.1500244140625	209.1623992919922
Gaua	26.46210479736328	0.5752172470092773	16.398603439331055	109.48480224609375	28.137981414794922	24.630260467529297	3.507720708847046	27.416440963745117	25.405656814575195	27.416440963745117	25.405656814575195	2368.106689453125	304.5460510253906	89.796722412109375	37.799041748046875	813.50604248046875	395.4030456542969	813.50604248046875	395.4030456542969
Guam	27.011760807037355	0.5489298403263092	25.11714925765991	60.17692527770996	27.97588348388672	25.788881683349608	2.187002420425415	27.569003868103028	26.518208312988282	27.569003868103028	26.48471393585205	2003.4142639160157	293.23311309814454	58.851782989501956	49.51732406616211	759.2936462402344	277.0676574707031	759.2936462402344	308.03017349243163
Hawaii	23.936608051908188	0.7048004891561426	18.492843061253645	118.04370968583702	25.842549641927082	22.066713775413625	3.775835745576499	24.93990149014238	23.610671997070312	25.00692010962445	22.88230193870655	988.1239570949389	112.5657604051673	64.69593777863875	19.75984437914862	318.3286393759907	216.66891590063122	225.2998533387115	218.95515043839166
Hereheretue	24.856489181518555	0.629859447479248	14.782674789428711	140.0803985595703	27.07479476928711	22.81399917602539	4.260794639587402	25.972883224487305	23.621408462524414	26.205245971679688	23.621408462524414	1900.4124755859375	204.645751953125	102.69576263427734	23.17574119567871	577.19561767578125	362.3336181640625	563.458251953125	362.3336181640625
Hiu	26.74402618408203	0.5643672347068787	18.266366958618164	93.79839324951172	28.218217849731445	25.128564834594727	3.0896520614624023	27.54938316345215	25.853317260742188	27.570886611938477	25.853317260742188	2561.36376953125	319.2805480957031	107.59834289550781	32.7253303527832	835.3953857421875	469.90203857421875	775.11767578125	469.90203857421875
Indonesia (Non Remote Oceania)	25.94663788598298	2.1737670213738576	61.83470158033733	37.39264116106154	27.73522115860307	24.4613404817219	3.273880783641389	25.640850439353333	26.092828951807466	26.363762577877768	25.586548392782735	2910.7809530652526	315.9873020477939	190.23712770043545	14.570136479184598	834.7610371263721	626.0051143984251	656.9390722347212	798.5447337798429
Kadavu	24.772047189565804	0.6096044136927679	11.512771166287935	174.54567190317007	27.428122740525467	22.131215755756084	5.296907094808725	26.320792491619404	23.308247566223145	26.320792491619404	23.086256907536434	1665.3103637695312	229.51147050123947	80.52122116088867	42.707445291372444	583.9562260554387	257.9238527738131	583.9562260554387	264.54925537109375
Kanaky (New Caledonia main island)	23.36014037322998	0.8094828698635101	11.743468578338623	226.46392028808594	26.730392860412596	19.903273155212403	6.827119583129883	25.08462267303467	21.7827440032959	25.52559127807617	21.04760330963135	1167.6703569335937	176.57432464599609	35.38445848083496	56.24894705200195	440.14462109375	128.2958218688965	428.8435389404297	170.38637701416016
Kapingamarangi	27.446208953857422	0.6119509339332581	64.4705810546875	10.088061332702637	27.90727996826172	26.958086013793945	0.9491940140724182	27.541536331176758	27.30398178100586	27.541536331176758	27.30398178100586	2091.227294921875	228.54129028320312	107.40569305419922	24.850982666015625	607.213623046875	358.70635986328125	607.213623046875	358.70635986328125
Kosrae	27.368519465128582	0.6155907114346822	64.16483815511067	12.529414176940918	27.853600184122723	26.894194920857746	0.9594051837921143	27.36159833272298	27.444849014282227	27.47021230061849	27.197417577107746	3525.9243977864585	440.9248352050781	207.58178202311197	24.029882431030273	1179.6970621744792	680.4206136067709	803.7593994140625	862.0472819010416
Lau	25.252379224107074	0.5900410816476152	12.74458561716853	152.66943967664565	27.61590154750927	22.938550536696976	4.6773512041246565	26.659191260466706	23.93544471586073	26.659372548799258	23.810074690225964	1827.452890756968	244.0310098802721	87.9003115215817	39.41007255863499	633.384896768106	294.11733781969224	633.2865728429846	302.58579068570526
Leveuka (Lomaviti)	25.27802085876465	0.7929165959358215	16.086210250854492	153.77420043945312	27.774702072143555	22.84553337097168	4.929169654846191	26.664297103881836	23.778711318969727	26.664297103881836	23.778711318969727	1903.951416015625	259.54058837890625	85.16071319580078	42.46803283691406	674.16009521484375	289.3894348144531	674.16009521484375	289.3894348144531
Lifou	23.85439682006836	0.6272022128105164	9.891422271728516	215.00830078125	26.963258743286133	20.62238883972168	6.340869903564453	25.574378967285156	22.28398323059082	25.85079002380371	21.708433151245117	1298.6845703125	196.66775512695312	41.733726501464844	55.76469421386719	487.6466369628906	147.64002990722656	477.49578857421875	185.90211486816406
Loh-Toga	26.74402618408203	0.5643672347068787	18.266366958618164	93.79839324951172	28.218217849731445	25.128564834594727	3.0896520614624023	27.54938316345215	25.853317260742188	27.570886611938477	25.853317260742188	2561.36376953125	319.2805480957031	107.59834289550781	32.7253303527832	835.3953857421875	469.90203857421875	775.11767578125	469.90203857421875
Lomaviti	25.117536790909305	0.64445774978207	13.028294717111896	160.46416891774822	27.613255531557144	22.658234134797127	4.955021781306113	26.57099803801506	23.662959006524854	26.57099803801506	23.574589329381144	1802.8243762600807	245.3773153981855	85.28306382702243	41.84464042417465	635.9100853704637	281.3799359721522	635.9100853704637	284.16600578061997
Lomlom	27.283090591430664	0.5748072266578674	29.73464584350586	50.163333892822266	28.23773193359375	26.304607391357422	1.9331228733062744	27.76665687561035	26.828903198242188	27.76665687561035	26.828903198242188	3254.40673828125	360.62042236328125	223.22625732421875	16.353599548339844	887.08526611328125	711.677734375	887.08526611328125	711.677734375
Lopevi	25.561933517456055	0.586088240146637	12.459060668945312	154.83694458007812	27.818273544311523	23.114160537719727	4.704112529754639	26.87818145751953	24.024673461914062	26.93703269958496	24.024673461914062	1891.7314453125	269.6280212402344	63.193363189697266	49.7042236328125	696.548828125	256.8748779296875	666.39501953125	256.8748779296875
Luangiua	27.492624448693316	0.6275886971017589	44.591307101042375	26.07292880182681	28.180440819781758	26.77279687964398	1.4076436965361885	27.35087933747665	27.53171273936396	27.782013685806938	27.20863897904106	3284.5506220278535	370.12404864767325	206.28749814240828	20.502884242845617	1003.3768522843071	754.8716722571331	765.5016028362771	758.1175324813179
Maewo	26.12545449393136	0.5789400935173035	14.710138184683663	125.85233524867466	28.008482251848495	24.070777893066406	3.937704495021275	27.21783229282924	24.89517102922712	27.226372855050222	24.89517102922712	2201.7089494977677	291.0904235839844	78.01671818324498	42.182660239083425	783.2354300362723	338.11478097098217	725.5599278041294	338.11478097098217
Mafea	26.07430076599121	0.5742376446723938	14.250984191894531	129.37710571289062	27.994915008544922	23.965456008911133	4.029459476470947	27.183229446411133	24.798120498657227	27.21769905090332	24.798120498657227	2157.74462890625	293.10491943359375	73.57301330566406	44.580589294433594	778.48114013671875	321.8245544433594	715.60772705078125	321.8245544433594
Malakula	25.595173954963684	0.5830646399408579	12.509018391370773	153.32856559753418	27.830484986305237	23.164960265159607	4.665524497628212	26.891318202018738	24.06868690252304	26.96358722448349	24.06868690252304	1919.7436637878418	274.0145082473755	62.96282124519348	50.035765290260315	709.9616947174072	261.36122035980225	674.88592529296875	261.36122035980225
Mangaia	23.587480545043945	0.6574650406837463	12.035520553588867	180.80477905273438	26.467012405395508	21.004308700561523	5.462705135345459	25.120777130126953	22.12601661682129	25.209304809570312	21.893827438354492	1448.5081787109375	180.94012451171875	73.58866882324219	31.59469223022461	460.44342041015625	247.77609252929688	443.8835754394531	296.40509033203125
Mangareva	23.268709109379696	0.7003326301391308	13.208414481236385	175.59753711407	25.974670116718	20.67250156402588	5.302168974509606	24.894500879141	21.655902495751015	24.894500879141	21.655902495751015	1839.483647273137	183.7730425321139	123.77517436100887	13.33449726838332	530.9464862530048	384.96927584134613	530.9464862530048	384.96927584134613
Mapia	27.574583053588867	0.7038348317146301	60.253631591796875	11.396363258361816	28.14747428894043	26.979352951049805	1.168120265007019	27.722362518310547	27.515993118286133	27.722362518310547	27.501806259155273	2123.16845703125	204.66372680664062	134.78103637695312	13.87479019165039	572.62445068359375	432.22869873046875	572.62445068359375	565.4722900390625
Marutea	24.11062768448231	0.6643266289733177	14.207218414129214	153.86912430164426	26.491053204203762	21.813509342282316	4.67754387301068	25.57561563891034	22.690747283225836	25.57561563891034	22.690747283225836	1877.415402434593	182.26897944960484	121.01314722105514	12.895019553428472	530.2887331940407	414.84550085733105	530.2887331940407	414.84550085733105
Mataso	25.396921157836914	0.5881466269493103	11.875443458557129	163.90481567382812	27.780418395996094	22.827791213989258	4.9526286125183105	26.78304672241211	23.766340255737305	26.857425689697266	23.766340255737305	1804.1861572265625	261.5587463378906	60.662837982177734	51.264041900634766	668.8314208984375	242.02230834960938	644.77386474609375	242.02230834960938
Merelava group	26.4689998626709	0.5774424076080322	16.56589126586914	108.66564178466797	28.13602066040039	24.650287628173828	3.485731363296509	27.420866012573242	25.424251556396484	27.420866012573242	25.424251556396484	2384.96875	303.1755676269531	91.96844482421875	36.86740493774414	814.70916748046875	402.6612548828125	814.70916748046875	402.6612548828125
Merir	27.480758666992188	0.6006904244422913	58.572147369384766	13.778903007507324	27.936241149902344	26.91068458557129	1.0255564451217651	27.49324607849121	27.53435707092285	27.586654663085938	27.30877685546875	2936.288330078125	376.1797790527344	167.6514892578125	25.854177474975586	988.431396484375	571.36065673828125	685.0035400390625	691.4927978515625
Morane	23.232088088989258	0.6955095529556274	12.891029357910156	180.15646362304688	26.011327743530273	20.61602783203125	5.395298957824707	24.889265060424805	21.605310440063477	24.889265060424805	21.605310440063477	1814.68896484375	179.63644409179688	117.04143524169922	14.559645652770996	527.56451416015625	364.51953125	527.56451416015625	364.51953125
Mortlock	27.418674972822082	0.6121052751001322	66.30761733145084	11.817375524988714	27.871327634127635	26.9479840836435	0.923344297229119	27.426931813078106	27.494299942592406	27.499504053367758	27.25472828127303	3525.277463517099	452.8295656600088	215.81817886064638	25.87772765249576	1203.8271576503537	677.4983221090065	765.73101806640625	844.3408099480395
Mota	26.622573852539062	0.5741269588470459	17.557851791381836	100.4352798461914	28.18671417236328	24.916799545288086	3.269915819168091	27.49891471862793	25.664302825927734	27.49891471862793	25.664302825927734	2473.38623046875	311.4023742675781	99.47312927246094	34.66474914550781	825.2440185546875	435.5386657714844	825.2440185546875	435.5386657714844
Mota Lava	26.622573852539062	0.5741269588470459	17.557851791381836	100.4352798461914	28.18671417236328	24.916799545288086	3.269915819168091	27.49891471862793	25.664302825927734	27.49891471862793	25.664302825927734	2473.38623046875	311.4023742675781	99.47312927246094	34.66474914550781	825.2440185546875	435.5386657714844	825.2440185546875	435.5386657714844
Mwoakilloa	27.367307662963867	0.5945022702217102	57.7475471496582	17.994234085083008	27.876007080078125	26.846521377563477	1.0294848680496216	27.357484817504883	27.13298225402832	27.505521774291992	27.13298225402832	3402.984375	448.5226745605469	239.7016143798828	21.674455642700195	1051.8880615234375	756.3377685546875	817.694091796875	756.3377685546875
Māngarongaro	27.227083206176758	0.6049218475818634	51.00091298421224	23.355909029642742	27.76689116160075	26.580627759297688	1.186264177163442	27.441763242085774	27.065291086832683	27.441763242085774	26.95604419708252	2572.372762044271	315.83013407389325	126.54216639200847	31.93851629892985	824.3838704427084	472.8738250732422	824.3838704427084	478.13746643066406
Namonuito	27.31109199523926	0.5472778081893921	44.06998405456543	27.138606452941893	27.887573432922363	26.64573574066162	1.241839063167572	27.536777687072753	27.015079498291016	27.536777687072753	27.015079498291016	2869.0166015625	352.22198486328125	155.13930053710936	22.131735801696777	806.3096435546875	599.9532592773437	806.3096435546875	599.9532592773437
Napuka	26.57788848876953	0.5463640093803406	22.603757858276367	70.52010345458984	27.718788146972656	25.30164909362793	2.41713809967041	27.13393783569336	25.913808822631836	27.246461868286133	25.913808822631836	1940.623291015625	221.95468139648438	85.50428009033203	32.066497802734375	633.8023681640625	287.2041320800781	546.53277587890625	287.2041320800781
Nauru	27.305866241455078	0.6076659560203552	55.269615173339844	15.498370170593262	27.811952590942383	26.712495803833008	1.0994576215744019	27.412002563476562	27.07953453063965	27.428503036499023	27.07953453063965	1421.695556640625	160.94752502441406	75.097991943359375	24.185972213745117	433.5998229980469	252.08921813964844	407.1549987792969	252.08921813964844
Nendö	27.21858851114909	0.567681074142456	26.9474360148112	56.62877400716146	28.247748692830402	26.141023635864258	2.1067261695861816	27.755552291870117	26.723649342854817	27.755552291870117	26.723649342854817	3146.3956705729165	353.39560953776044	201.07471720377603	17.93902015686035	870.14813232421875	678.0187581380209	870.14813232421875	678.0187581380209
Nengone	23.451640605926514	0.602315753698349	9.2389976978302	223.04132461547852	26.65887689590454	20.13943338394165	6.519443869590759	25.225635528564453	21.807774543762207	25.534027576446533	21.23912811279297	1228.1488647460938	182.43936920166016	40.13194274902344	53.33115482330322	455.28357696533203	141.97827911376953	442.8927993774414	187.9942398071289
Ngatik	27.39365005493164	0.6408379673957825	66.40758514404297	13.315789222717285	27.86439323425293	26.899385452270508	0.9650072455406189	27.399627685546875	27.485897064208984	27.485897064208984	27.209550857543945	3567.3876953125	444.9444885253906	228.3031768798828	24.35904884338379	1200.4049072265625	722.76104736328125	722.76104736328125	845.69366455078125
Nguluwan	27.389738963200497	0.5633476468232962	49.46494850745568	21.395051369300255	27.905123197115383	26.765601084782528	1.139522598339961	27.298673776479866	27.16483893761268	27.580394598153923	27.16483893761268	3078.0142916165864	350.08079646183893	204.2664020244892	18.013138110821064	920.079585148738	667.3074059119591	769.3066687950721	667.3074059119591
Ngā Pū Toru	24.961372557140532	0.6161563793818156	14.143265315464564	140.73449198404947	27.25208009992327	22.890913009643555	4.361167044866653	26.08957336062477	23.62616738818941	26.298227855137416	23.62616738818941	1710.2473551432292	213.98233032226562	84.99394989013672	33.76245335170201	569.3091779436384	282.4004385811942	532.126454671224	282.4004385811942
Nia Matai	25.962527071308887	0.5862841855766426	17.907992941701515	103.331421876565	27.655404115334534	24.373372624063084	3.2820314281007166	26.758740873418304	25.036108766865528	26.984385254036667	25.036108766865528	2064.782156658988	228.18678609733908	96.05181956494975	28.503696832901394	649.9346297826522	334.78764069386017	615.846678644164	334.78764069386017
Niu	27.47735023498535	0.6515374779701233	53.81080627441406	17.994016647338867	28.04960823059082	26.838815689086914	1.2107930183410645	27.37946891784668	27.29488754272461	27.673280715942383	27.29488754272461	3798.083251953125	381.2783203125	253.28807067871094	13.170551300048828	1010.0098266601562	892.6446533203125	997.1197509765625	892.6446533203125
Niuafoou	26.216264724731445	0.5608505010604858	16.32999610900879	109.48291015625	27.95053482055664	24.516054153442383	3.4344801902770996	27.266096115112305	25.231639862060547	27.266096115112305	25.231639862060547	2242.294921875	277.7961120605469	103.86800384521484	32.896148681640625	733.48980712890625	370.0252380371094	733.48980712890625	370.0252380371094
Niuatoputapu	26.219738006591797	0.5629440546035767	16.665443420410156	107.40064239501953	27.917268753051758	24.539356231689453	3.3779120445251465	27.24399185180664	25.24539566040039	27.24399185180664	25.24539566040039	2244.43896484375	275.66461181640625	101.8641357421875	32.26325607299805	719.5579833984375	363.97222900390625	719.5579833984375	363.97222900390625
Niue	24.77157211303711	0.6084592342376709	12.663987159729004	156.13824462890625	27.228811264038086	22.424169540405273	4.804642200469971	26.073219299316406	23.268451690673828	26.19093132019043	23.268451690673828	1635.032470703125	219.8082733154297	87.41868591308594	37.08647918701172	551.538330078125	277.7308044433594	521.6953125	277.7308044433594
North Island (NZ)	15.966599662309187	3.6654841077511935	30.008324602055495	313.5515411579056	22.642307492018272	10.775878886250208	11.866428573136824	12.956537909855117	15.141494262560578	19.5191311699402	12.644584125240907	1198.323096942691	121.14956129465672	70.63708912089434	17.27087350975862	350.63613285292064	248.75802049784207	263.1914044310715	350.37379846299194
Northern Marianas	26.391210283551896	0.578323347227914	16.229007244110107	113.20348085675921	27.976365906851633	24.30016830989293	3.676197052001953	27.40393611363002	25.355333873203822	27.40597002846854	25.335616520472936	1522.5786394391741	262.43822697230746	42.01151166643415	66.06370489937919	615.4813188825335	159.20153045654297	615.3374328613281	159.39700862339564
Nukumanu	27.526564390762992	0.6317921073540397	46.9559211730957	23.84347625400709	28.193467845087465	26.84770103122877	1.3457663629366003	27.385659259298574	27.645709079244863	27.797789200492527	27.277098945949387	3006.409774116848	341.6221578846807	193.66948865807575	20.201265335083008	920.5674385402514	686.4145560886549	690.5385078761889	708.8893061098845
Nukuoro	27.424253463745117	0.63205353418986	74.94479660760788	6.950807889302571	27.827193850562686	26.9838323139009	0.8433619680858794	27.43742679414295	27.428892771402996	27.494470233008975	27.336227507818315	3075.9183175223216	410.3398815336682	155.85217503138952	29.705277851649694	1049.8210274832588	504.3307727632068	740.5957699730283	781.1708141508557
Nukuria	27.43462610244751	0.620894268155098	42.95082950592041	28.32453966140747	28.12198543548584	26.675772666931152	1.4462138414382935	27.21053457260132	27.740840911865234	27.740840911865234	27.18328046798706	2724.2689208984375	330.4708480834961	169.80336380004883	22.71807336807251	887.0467376708984	577.6230316162109	577.6230316162109	654.1153717041016
Nukutaveke	24.07054951316432	0.6501594970100805	13.645901880766216	158.50866137052836	26.527763416892604	21.756366880316484	4.771397327121935	25.570573003668535	22.663863734195107	25.570573003668535	22.632306751451996	1865.6346499794408	180.28815339740953	117.16812194021125	14.975228560598273	535.0740982858758	393.70675739489104	535.0740982858758	396.69846464458266
Oroluk	27.356582782886647	0.5853539815655461	55.34762629756221	20.098807864718967	27.880918856020326	26.819131709911204	1.0617864727973938	27.33677906460232	27.108053348682546	27.516311433580185	27.108053348682546	3249.194317853009	420.9202213993779	206.4471435546875	21.638204715870046	965.8281453450521	711.8737679940683	808.1898328993055	711.8737679940683
Ouvea	23.802875518798828	0.6611695289611816	10.326018333435059	216.13429260253906	26.948287963867188	20.545339584350586	6.402946949005127	25.516645431518555	22.24150276184082	25.820350646972656	21.63300132751465	1289.364013671875	196.86546325683594	40.66756820678711	56.72006607055664	485.2681884765625	144.77525329589844	477.998046875	181.32249450683594
Ouvea (Iaai)	24.092424392700195	0.6008846759796143	9.717752456665039	209.83001708984375	27.118148803710938	20.934778213500977	6.183371067047119	25.78011131286621	22.562053680419922	26.03170394897461	21.995824813842773	1332.16796875	204.875732421875	40.917076110839844	57.747642517089844	505.4613037109375	148.80624389648438	496.69561767578125	181.204833984375
Ouvea (West Uvean)	23.900371932983397	0.708462929725647	10.99915828704834	214.73599853515626	27.05610237121582	20.633608627319337	6.422493362426758	25.594945907592773	22.36671562194824	25.90879554748535	21.73102684020996	1298.992626953125	199.53424377441405	40.08970260620117	57.613501739501956	491.56358032226564	144.37648315429686	484.2824951171875	178.77007141113282
Paafang	27.306213344227185	0.548180044781078	44.3930944962935	27.25220524181019	27.88689280423251	26.650610559636895	1.2362823074514215	27.538300947709516	27.00500595786355	27.538300947709516	27.00500595786355	2872.9734419389206	355.48256003639915	150.70762939453124	23.03150704123757	817.2428200461648	600.0809359463778	817.2428200461648	600.0809359463778
Paama	25.7229061126709	0.5832156538963318	13.049481391906738	145.9342803955078	27.864513397216797	23.39525032043457	4.469263076782227	26.970735549926758	24.278522491455078	27.013824462890625	24.278522491455078	1998.6414794921875	277.1318054199219	67.54920196533203	47.23589324951172	729.30792236328125	281.9580078125	685.7017822265625	281.9580078125
Palau	27.426529838925315	0.6037382710547674	54.59690602620443	18.103815442039853	27.926095508393786	26.820021765572683	1.1060743786039806	27.380511056809198	27.5099492754255	27.59274128505162	27.222917647588822	3193.789597284226	374.0170389811198	199.5004381452288	20.85574722290039	1023.9874238513764	682.5182204473587	767.0592476981027	720.2246413457962
Papua New Guinea (Non Remote Oceania)	26.24833638365465	1.315454032339644	41.16329719631243	62.72150705648765	27.795303819568588	24.74782139686361	3.047482562946309	26.536901291776733	25.890184830754706	26.885635559528943	25.60003381327439	2693.6948434571673	328.2946769682433	133.19713109972753	31.57298418002481	889.5133302228387	485.24841728902095	762.696801349209	549.3323255403271
Pentecost	25.955959796905518	0.5804361999034882	13.988150596618652	134.21245193481445	27.946337699890137	23.78754997253418	4.1587876081466675	27.11341667175293	24.63629674911499	27.135597705841064	24.63629674911499	2116.1792907714844	285.35021209716797	73.32708740234375	44.38287830352783	761.4404296875	313.415771484375	703.3185577392578	313.415771484375
