Language_ID	MonthlyMeanNetPrimaryProduction	NetPrimaryProductionPredictability
nucl1417	1.5397665516666668	0.523415259
nucl1595	3.810270504	0.428042781
nucl1622	2.321099926	0.422115945
nucl1643	2.5971204915	0.4859623535
nucl1649	1.0351408103333333	0.6348512153333333
nucl1695	0.377660487	0.554233075
nuer1246	0.556957728	0.469812156
nuka1242	3.460165514	0.418082216
nung1290	1.429639894	0.446066383
nupe1254	0.96587358	0.500801945
nuuc1236	2.200442348	0.535965268
nyak1260	2.322570098	
nyam1275	2.202272727	0.461841036
nyam1276	1.672529644	0.474464891
nyan1305	1.586499506	0.494371939
nyan1307	2.046016551	0.477477848
nyan1308	2.449064353	0.451355006
nyat1246	1.838741354	0.455050766
nyor1246	1.923478158	0.377535778
ojit1237	2.163753706	0.476841259
okan1243	0.9171301524285714	0.7037830392857143
okie1245	3.046226532	0.385359395
oldk1249	1.5649514085	0.461246944
omah1247	0.9910614293333333	0.6324735213333333
onaa1245	0.8562283845	0.7181443255
onge1236	3.248950099	0.409936175
onto1237		
opat1246	0.571113631	0.573765837
oriy1255	1.202972582	0.467102942
oroc1248	1.242570405	0.700405399
orok1265	1.189954103	0.697031255
orok1266	1.113444911	0.517794527
orok1267	3.108489321	0.400739792
orok1269	4.2962898345	0.4055266135
oroq1238	1.209955534	0.70150383
otor1240	0.48454722100000003	0.553615964
otta1242	1.978525783	
otuh1238	1.444460227	0.457378883
paci1278	0.5342816756666666	0.741071267
paez1247	2.368447381	0.432343348
paip1241	0.593787055	0.614306973
paiw1248	3.830089908	0.39969911
pala1344	2.870532773	0.388803863
pali1274	1.387055336	0.560523089
pali1279	3.569194664	0.431726669
pamo1252	3.648104002	0.402448316
pana1305	0.1284839735	0.8277611606249999
papa1238	3.613105237	0.411679453
pape1239	1.191410171	0.488565187
para1316	1.551656168	0.5185827535
pare1272	1.801082895	0.354399176
pari1256	0.631947288	0.459913176
park1239	0.228110882	0.548298904
patw1250	0.963760548	0.6095902916666667
pawn1254	0.792261611	0.637256184
pedi1238	1.7259541745	0.536589734
pemo1248	3.9988960595	0.3881156435
penr1237		
pent1242	2.257029773	0.531073113
peri1253	0.71048666	0.736045537
phen1239	1.280848524	0.411114698
piap1246	1.094793725	0.595575535
piar1243	3.873808053	0.440245372
picu1248	1.393972332	0.574928811
pimb1238	1.777890316	0.437256922
pint1250	0.044880188	0.655011335
pitj1243	0.20171998549999998	0.6994341215
plai1258	0.9381515565	0.7177287910000001
plat1254	3.45337435175	0.45661372475
pohn1238	2.604249012	0.431795589
poke1238	2.58867318	0.344569117
poko1261	0.689223073	0.616796852
poko1263	1.295003706	0.489280357
popt1235	3.083401525	0.40197239
poqo1253	3.388741354	0.434263874
port1278	3.3750494069999997	0.534829103
port1283	2.3609876425	0.4760054495
pota1247	1.428384387	0.650171808
psik1239	0.228110882	0.548298904
puka1242		
pula1262	1.43739998	0.464069902
pula1263	-0.093343633	0.689321897
pume1238	0.824104496	0.6010839025
puna1275	3.609884511	0.364757086
pura1257	3.93729002	0.413131562
pure1242	1.865303854	0.47103742
puru1266	3.018242503	0.404985522
puyu1239	2.851315464	0.410525436
pwow1235	2.041507397	0.436739493
qash1240	0.15906003	0.789210039
qawa1238	0.545423666	0.6484832535
qima1242	1.842364836	0.533189768
quec1382	0.041705395	0.776727004
quil1240	2.73817626	0.5569641393333333
quin1251	2.667369221	0.5393181743333333
rade1240	2.899783844	0.427015435
raka1237	1.671380929	0.586663864
rakh1245	1.494489206	0.534856791
rapa1244	2.605149662	0.479336963
raro1241	3.256268528	0.47766994
renn1242	2.588346097	0.458461066
resh1242	0.765123466	0.471365843
roma1327	0.938562253	0.634560016
rotu1241	3.842206028	0.389499125
rund1242	2.283417737	0.471595601
russ1263	0.816147802	0.715774624
russ1264	1.017409832	0.722229136
saaa1240	3.276031374	0.406348627
saaa1241	3.265189257	0.41191596
safw1238	2.090631176	0.451116288
said1239	-0.051383399	1
saka1287	1.679703271	0.350311371
saka1291	1.423776524	0.449883514
sali1253	1.6933917983333333	0.538047909
sama1240	3.584924654	0.407186969
samb1305	1.660229331	0.446700059
samb1311	1.660229331	0.446700059
samb1315	0.852408597	0.615172734
samo1305	3.570780682	0.42014921833333335
sana1295	0.194423172	0.766309795
sand1273	1.683757411	0.529594885
sang1330	1.807837204	0.514710324
sang1331	1.996613382	0.394827039
sanm1287	2.378604474	0.435479476
sans1269	0.535266288	0.511142859
sans1272	2.567903903	0.470325162
sant1410	0.8871778969999999	0.57675816
sanu1240	4.040186512	0.399980031
sapo1251	2.519046443	0.400500372
sara1340	3.6935925149999997	0.381687006
sarr1246	0.360293518	0.481141827
sars1236	0.947631546	0.719879617
sate1243	3.437362954	0.392570755
seba1251	1.721856472	0.551678874
seka1250	1.2036530385000002	0.7087827680000001
sela1259	2.903823758	0.451633716
selk1253	1.363092885	0.680241511
sema1266	3.099660326	0.41968474
sene1264	1.334486166	0.634750234
sere1260	0.120997111	0.649034612
seri1257	0.232684283	0.7225845909999999
serr1255	0.37909285066666665	0.7203811396666666
seve1240	1.213913764	0.6772395893333333
sham1280	1.919126729	0.443450596
shas1239	1.51930952	0.50950559675
shaw1249	2.230891798	0.4973158
shek1245	3.282651927	0.410700357
sher1255	1.09788167	0.590999872
sher1258	2.237955612	0.491704228
shii1238	2.865804638	0.450832454
shil1265	0.5378121805	0.499018595
shin1264	1.356836709	0.631001463
ship1254	3.215751459	0.362353299
shom1245	3.14228477	0.393984274
shon1251	1.829193429	0.509183044
shos1248	0.39059024180487806	0.7408705536585366
shua1257	3.905280385	0.367750133
shus1248	1.2811058960000001	0.678901663
shwe1236	3.218336215	0.378857381
sian1257	4.190964674	0.341538989
sich1238	1.5409307065	0.519417489
sida1246	2.474901186	0.48700999
siee1239	4.112941576	0.418151136
siks1238	0.8879920123333334	0.7008992025
simb1256	2.993831831	0.443292671
sind1272	0.256218758	0.656060116
sinh1246	3.37937253	0.413730485
sioo1240	2.931923172	0.402756656
siri1273	2.2560992693333333	0.3762524796666667
sius1254	3.107293725	0.544998488
siwa1245	3.2316691884999997	0.41752258350000004
siwi1239	-0.051383399	1
siwu1238	1.446927629	0.5296393
soga1242	3.044262599	0.394758118
soma1255	0.338451087	0.7559832390000001
sond1250	1.534780026	0.368095553
song1299	1.662311053	0.354557101
song1300	1.843241866	0.374049808
song1303	1.063007892	0.388670444
soni1259	-0.188552389	0.661274695
sout1439	2.566205534	0.518154792
sout1528	1.648709239	0.515987512
sout2732	3.122943429	0.429391803
sout2782	0.398673903	0.52818719
sout2789	0.495706213	0.537684579
sout2790	0.6852288165	0.51117464
sout2795	0.297843064	0.569921812
sout2807	1.495775692	0.635461104
sout2832	0.434783435	0.526029572
sout2844	0.125928442	0.588849589
sout2857	4.160881917	0.401725636
sout2869	3.723134881	0.429611138
sout2918	2.7709318534999996	0.429479263
sout2940	2.690544713	0.423129208
sout2949	2.444190547	0.45644128899999997
sout2956	1.780088933	0.541087431
sout2958	0.8749289775	0.7191082355
sout2959	1.066981637	0.747319195
sout2961	0.333442441	0.746980137
sout2965	2.1464550393333335	0.5501967083333333
sout2978	1.2224691208	0.6856454112
sout2984	2.397489501	0.46675606550000004
sout2985	1.589200804	0.507890308
sout2994	2.91350959	0.3532354976666667
sout3051	0.398673903	0.52818719
sout3123	0.21709795	0.817130848
squa1248	1.233407444	0.6345145266666667
stan1288	1.423998991	0.559410574
stan1290	1.619299654	0.644040419
stan1293	2.5753211460000003	0.512718047
stra1244	2.308844532	0.517847845
suau1242	3.483443002	0.382541268
suda1236	0.009914301499999986	0.6472358505
suku1259	1.632712584	0.376306092
suku1261	1.381614377	0.518024285
sumb1240	1.721955287	0.463090806
sumb1241	4.187493824	0.394758118
sumi1235	3.339760375	0.413449564
suri1267	1.170083992	0.467603374
susu1250	-0.147485373	0.695447961
svan1243	1.379841897	0.663791716
swah1253	2.5212693215	0.4904341685
swam1239	0.751732337	0.7629340920000001
swat1243	2.201692194	0.512375458
tach1249	0.457398715	0.714500034
tach1250	0.1536059475	0.7952449015
tagb1258	3.678723736	0.355533284
taha1241	-0.051383399	1
tahi1242	3.952522851	0.467623283
tahl1239	0.5097671690000001	0.7767044085
tain1254	1.758403069	0.481052822
tait1250	1.926815711	0.501144452
take1257	1.9159399705	0.522947813
tama1331	0.19991083	0.567350614
tama1365	-0.20374092766666665	0.8656192956666666
tami1289	1.302982955	0.49333417
tana1289	0.564441631	0.7882044335
tand1256	1.568801782	0.509009572
tang1348	2.876080781	0.394891537
tapi1254	1.457498971	0.417695294
tari1263	0.4675981965	0.716349169
taro1263	0.844950539	0.499073512
tata1255	1.198328299	0.670216811
tawa1286	1.195016057	0.504438505
taya1257	-0.175666739	0.808142633
teda1241	-0.0843986745	0.8579084509999999
tehu1242	0.3185688406666667	0.836654311
teke1278	1.853767292	0.49447794
telu1262	0.902149209	0.538287924
temb1276	2.292094862	0.446285719
temi1247	1.154001976	0.559872242
temm1241	0.642738073	0.506975711
teni1238	0.7333003956666666	0.7175723193333333
tera1251	0.591322875	0.554977349
tere1279	1.149738209	0.354529682
term1237	2.365925854	0.479706713
tesa1236	2.868538476	0.441019391
teso1249	1.598838933	0.497980906
tete1250	1.841580441	0.348708846
tetu1245	2.956274704	0.437989263
tewa1260	1.0142385126666666	0.6432365431666667
thad1238	3.018242503	0.404985522
thai1261	1.2770496235	0.496429551
thom1243	1.4250308793333333	0.64816315
tibe1272	0.334739377	0.769165762
ticu1245	3.194657084	0.40155805
tiey1235	0.080093563	0.598702705
tigo1236	-0.051383399	1
tigr1270	0.1028734725	0.763411704
tigr1271	0.932404891	0.628504486
tika1246	2.5677065685000002	0.46712378050000003
tiko1237	1.874413291	0.50831431
till1254	3.1052062743333333	0.5653693866666666
timn1235	2.856842885	0.420126499
timu1245	1.80836833	0.537129896
tinp1237	2.925366307	0.427162937
tira1254	0.418187035	0.551410588
tita1241	3.088425869	0.383756871
tivv1240	1.1187469125	0.5432630015
tiwi1244	1.9978514276666666	0.44954960033333335
tlin1245	0.8248625865	0.680708324
toba1269	1.138992421	0.409236377
tobe1252	3.835412092	0.3819471765
toda1252	2.425268651	0.42664038550000005
toho1245	0.2756346602	0.6787881729999999
toke1240		
toll1241	3.239025445	0.424478229
tolo1259	2.8162535255	0.45089278875
toma1245	0.879325148	0.506845204
tong1318	1.265130929	0.499939097
tong1321	2.19416996	
tong1325	2.923310894	0.472564274
tong1329	0.878197323	0.619000745
toor1238	4.106268528	0.381634006
topo1242	0.366517416	0.549221011
tour1242	2.233071887	0.462142041
trum1247	2.479753682	0.38502803649999995
tsam1247	0.805570652	0.55211772
tsog1243	3.526914526	0.423023207
tson1249	1.5014358945000001	0.492072609
tswa1253	0.893583251	0.515985888
tuam1242	1.356256176	0.672315056
tuba1278	0.508012187	0.711749358
tuca1252	3.288290514	0.410878191
tule1245	1.1375096143333334	0.552676928
tuli1249	0.250609205	0.587464951
tumb1250	2.19416996	
tumu1242	0.950251958	0.461806283
tumz1238	-0.034484622	0.834051234
tune1261	2.6358757415	0.4491223855
tuni1259	0.40618937633333335	0.7340755106666667
tunu1234	0.0042361725	0.940868842
tupi1273	3.0395534834999998	0.4464017615
tupu1244	0.356415156	0.521026819
turk1304	0.041545562	0.74014415
turk1308	0.116193182	0.766652352
tutu1242	3.16843726	0.4902906533333333
tuva1244		
tuwa1243	2.79933918	0.404331762
twan1247	2.33447535825	0.55619737775
tyap1238	1.206845571	0.483343274
tzel1254	5.146961462	0.446004797
udih1248	1.890149457	0.658173434
udmu1245	1.1419682555000001	0.7078250484999999
ukra1253	1.2231225295000001	0.6324427859999999
ulch1241	1.009370625	0.719421581
ulit1238		
umat1237	0.7378087946666667	0.7261603830000001
umbu1257	2.2502038045	0.464697699
umbu1258	4.172943429	0.356053625
umot1240	1.292256081	0.367814632
unam1242	2.088451087	0.553489948
uppe1437	0.8885962205	0.7227278695
uruu1244	0.959146492	0.619193303
utes1238	0.44839619710714285	0.7277595249285714
vagh1249	3.240431783	0.411501619
vagl1239	1.55352	0.496970555
vaii1241	2.521313319	0.440940809
vall1252	1.309724132	0.526919663
vase1234	1.275713607	0.431250742
vedd1240	2.1609775496666668	0.4665397193333333
vend1245	1.870991848	0.442234994
veps1250	1.586530385	0.682046375
viet1252	1.559330646	0.4747916835
voti1245	1.664661561	0.651833705
vute1244	2.726550736	0.454451843
wail1244	2.612051287	0.4418995866666666
waiw1244	3.423579545	0.385078474
waka1274	3.137727781	0.531183326
wall1255	1.753693182	0.571269533
wall1257	3.677567111	0.436366655
wame1240	0.473720764	0.598928426
wang1291	0.816724308	0.551531196
wanm1242	0.031713192	0.695989873
want1252	3.160079051	0.390926728
wapi1253	1.06875	0.575948075
wapp1239	2.340952322	0.467075309
wara1303	3.6030601530000004	0.4289603785
warl1254	0.14397542	0.6105541655
waro1242	3.486153141	0.453342241
waru1264	4.424555336	0.379377722
wasc1239	1.1451560443333333	0.66002532
wash1253	0.8380949436666667	0.6622377306666667
waya1269	3.532670021	0.4058727
wayu1243	0.640663599	0.633669174
west1510	1.002272727	0.6917941110000001
west2369	0.18713585133333333	0.823138263
west2386	0.4384465535	0.4957638315
west2396	3.314643034	0.380699325
west2408	1.468642749	0.413387978
west2418	1.841088058	0.447148567
west2443	1.036104249	0.55712321
west2454	-0.15476526	0.736190852
west2458	1.045728689	0.403572002
west2488	2.803359684	0.415897765
west2563	3.762042984	0.373556886
west2615	0.8654408551666667	0.6128918703333333
west2618	0.09656364166666667	0.9027420652222222
west2632	0.3409729083333333	0.7561853916666667
west2721	2.582651927	0.47032857733333333
wich1260	0.792670195	0.551778125
wich1264	0.80568573	0.392395834
wikm1247	1.701963933	0.41684103100000003
wint1259	1.4589048505	0.507241064125
wiyo1248	3.0263317636666667	0.4531951833333333
woge1237	2.222167325	0.451140794
woiw1237	2.794596097	0.498017447
wole1240		
worr1237	0.802287029	0.557263203
wuch1236	1.210406374	0.586626723
wuna1249	0.307306871	0.610257861
wuvu1239	1.904675148	0.454496258
wyan1247	1.4248008275	
xaas1235	0.437913425	0.574683346
xamm1241	0.300111166	0.730869016
xava1240	0.7667809495	0.4521777515
xegw1238	2.269491107	0.550625618
xere1240	1.405691989	0.414812668
xeta1241	1.264940397	0.390125466
xhos1239	2.586447697	0.46523235933333335
xokl1240	3.890785573	0.40819057
yaba1248	4.778477026	0.425320993
yaey1239	2.503659214	0.420274001
yaga1256	3.41753335	0.432641266
yagu1244	3.226868207	0.410076929
yaka1269	1.849284059	0.362740221
yaka1272	2.785973286	0.3057856605
yaki1237	1.5574151843333333	0.625739374
yaku1245	0.57735919	0.799670078
yala1267	3.68336833	0.448966005
yalu1240	1.74107584	0.448152168
yama1264	0.6818298473333333	0.6638842353333333
yami1254	2.822412302	0.411501619
yana1271	1.4063844403333334	0.4919967916666667
yank1247	0.207423419	0.715098633
yano1261	4.0606256174999995	0.388403232
yano1262	3.890909091	0.400845792
yans1239	1.411662571	0.335276394
yaoo1241	2.269941947	0.46368298
yape1248	3.006608202	0.438339105
yaqu1251	0.382872369	0.577489013
yekh1238	1.637549407	0.491464808
yela1238	2.600115194	0.347951999
yele1255	2.278117942	0.479450298
yems1235	1.721856472	0.551678874
yine1238	4.37364748	0.385465396
yiry1245	1.001568676	0.484233365
yoku1256	0.9477724275555556	0.5844799165555555
yomb1244	2.164976532	0.438009172
yoru1245	1.6715210946666668	0.469126809
yuca1254	3.810251976	0.389084785
yuch1247	1.918547146	0.537304992
yuec1235	0.879207325	0.593256331
yuki1243	2.4389914754285718	0.4564820961428571
yukp1241	2.616644022	0.455041104
yuqu1240	2.348609757	0.368615894
yuro1248	2.9226238262499997	0.4529957745
zand1248	1.3754481825	0.3627746815
zarm1239	-0.087747692	0.641021991
zena1248	-0.204854249	0.849151033
zigu1244	1.850123799	0.476077077
zinz1238	2.191940464	0.442382496
zulu1248	2.739165342	0.463121137
zuni1245	0.40517333666666666	0.7389612773333334
	0.866337286	0.6742778333333334
