Language_ID	MonthlyMeanNetPrimaryProduction	NetPrimaryProductionPredictability
chop1243	2.044803504	0.5128820015
chor1273	2.891427866	0.443450596
chuk1273	0.300284091	0.8568384765
chuu1238	2.133929307	0.477872279
chuv1255	1.12642663	0.707045369
cind1241	0.932649396	0.479935886
clal1241	2.140676466	0.543767927
clas1250	2.7449851780000003	0.481309325
clel1238	0.483241288	0.497412314
coah1252	0.659662179	0.6347852565000001
coas1301	2.567101038	0.465798335
coca1259	2.325741107	0.423676967
coco1261	0.07608514	0.823141739
coeu1236	1.642710392	0.5739234163333333
cogu1240	2.517317194	0.489132855
colu1241	0.97303761125	0.6987912535
coma1245	0.534447052	0.6230173826666666
como1259	1.5581189549999999	0.607967484
coos1249	3.2113430496666666	0.5358442716666667
cree1270	1.8480838705	0.4751256055
crow1244	0.6292644515	0.680177264
cruz1243	1.7739453264999998	0.530828128
cube1242	3.362836586	0.413170853
cupe1243	0.9670512873333333	0.5719065043333333
curr1243	3.873808053	0.440245372
cusc1236	1.1167026930000001	0.5941253215
czec1258	1.38291749	0.625098008
daas1238	0.283862153	0.602760879
dagb1246	1.044040267	0.51447381700000006
dako1258	1.063358449	0.67777359
dalo1238	2.623178113	0.432062427
dann1241	1.956018404	0.4741824265
darl1243	0.34729496	0.66362288
dato1239	1.884591156	0.444399361
daur1238	0.629798666	0.737224234
daza1242	-0.051383399	1
dege1248	0.7449440053333334	0.7293141593333333
dehu1237	3.704497732	0.48293918
dera1248	0.658702866	0.525053389
dhuw1249	1.560721344	0.46427003
didi1258	1.019639328	0.514384988
dier1241	0.0416625495	0.7718608825
digo1242	1.068978508	0.670573402
digo1243	1.926815711	0.501144452
dill1242	0.446331301	0.549644838
dime1235	1.519033319	0.454698597
ding1239	2.211112692	0.357871062
dita1238	0.642738073	0.506975711
djin1252	1.593873518	0.443837518
dobu1241	2.819897833	0.395236957
dogo1295	0.690536472	0.459807175
dogr1252	0.4947165265	0.8057982605
dorz1235	3.072443182	0.426793011
doya1240	0.805796036	0.461279193
dual1243	1.80871418	0.496046297
duru1249	1.926815711	0.501144452
dutc1256	1.283998271	0.644246595
dyan1251	0.495706213	0.537684579
dyir1250	4.6522906115	0.3873280905
dyul1238	1.246658642	0.497905236
east1472	0.77828866125	0.671812786
east2304	0.058757411	0.756718451
east2328	1.192334177	0.600589239
east2333	3.541471097	0.389259706
east2379	0.16987195333333333	0.6446551543333333
east2447	2.843680521	0.457272882
east2534	0.1457088368181818	0.894291338
east2542	1.6658276829999998	
east2544	2.1797677865000002	0.5708087035
east2545	2.0164991664	0.46661914320000003
east2555	1.01828841	0.396925398
east2563	1.392153533	0.570759978
east2690	0.09031003	0.841110392
ebir1243	1.235160313	0.510166501
efee1239	3.258659931	0.315958607
efik1245	1.525819428	0.493745598
egyp1246	0.566205534	0.574633806
egyp1253	0.032171237	0.649870217
ejag1239	1.844324358	0.490478964
ejam1238	0.802108735	0.52208252
ekar1243	3.428137352	0.424283224
eloy1241	0.999042737	0.52735851
enap1235	4.692212204	0.413131562
enga1252	4.172943429	0.356053625
erzy1239	0.603069417	0.738908253
esto1258	1.540408844	0.632358169
etky1238	2.339605978	0.450462529
even1259	0.617718626	0.763793009
ewee1241	1.006115999	0.501582369
eyak1241	0.634848243	0.7145713386666667
fang1246	2.053884634	0.478991543
fare1241	0.5585550883333333	0.5254707356666667
fefe1239	2.850524951	0.41574735
fiji1243	3.7253334983333333	0.41972787566666664
fipa1238	2.19343014	0.450901375
flin1247	2.048048419	0.470263576
foii1241	3.918966156	0.365866688
fonn1241	1.562898345	0.488175966
fore1270	4.190964674	0.341538989
furr1244	0.074885746	0.6527066575
fuyu1242	3.528186759	0.406348627
gaaa1244	0.878261642	0.613404836
gaam1241	1.000784338	0.49696619400000003
gaga1249	1.484940645	0.554098434
gaga1251	1.01736599	0.478251692
gagu1242	2.585554595	0.437646756
gali1261	2.354588686	0.495518446
gali1262	3.023231637	0.47873111199999996
gami1243	0.341501976	0.629667461
gana1278	3.654434289	0.48635623
gand1255	3.875339405	0.384686341
gari1256	3.692946011	0.39120765
garo1247	2.811133159	0.427895279
gbar1246	0.843311512	0.47766994
gbir1241	1.206845571	0.483343274
gede1246	3.072443182	0.426793011
gheg1238	1.377686512	0.613584293
gilb1244	1.5761693016666667	0.5755497016666666
gily1242	0.982396657	0.7146207976666668
giry1241	1.559578032	0.569894393
gitx1241	0.835449605	0.73206137
gogo1263	2.084955534	0.486003476
gola1255	2.719120553	0.432209929
goro1270	1.316440217	0.533791603
gour1243	0.406969358	0.532812508
gras1249	4.236771245	0.389738544
gros1243	0.4395936266666667	0.7240471186666667
guah1255	1.2192255435	0.5337408145
guai1237	0.551209702	0.674271373
guan1277	1.202206336	0.587294628
guat1253	1.114051905	0.37254845400000003
gude1246	0.713379807	0.477300014
guja1252	0.664845574	0.575745735
gunw1252	1.417039279	0.466212851
guro1248	2.585554595	0.437646756
gusi1247	2.586203063	0.39928477
gwic1235	0.5653841399999999	0.7907887835
gwii1239	0.501730055	0.525287569
haaa1252	1.834171934	0.383103111
hadz1240	1.6543076343333334	0.5292409693333333
haio1238	0.33195405100000003	0.589997955
hais1244	0.7707839263333334	0.6903552503333333
hait1244	1.8326404754999999	0.5194678964999999
halh1238	0.1549564085	0.876327828
halk1245	1.9595442171428572	0.5565572578571428
hame1242	0.9014477359999999	0.528729738
hann1241	0.858689476	0.742106553
hanu1241	2.529588686	0.410005096
hass1238	-0.05800032133333334	0.9209298915
haus1257	0.4349214248	0.5650714302
hava1248	0.4083170085	0.702507828
hawa1245	1.341704237	0.522654025
haya1250	1.355175395	
haza1239	0.201031374	0.861509375
hehe1240	2.722770504	0.477583848
heil1246	1.3061712575	0.60391786125
here1253	0.430595356	0.6255654
hida1246	0.761196887	0.678529899
high1242	2.544960474	0.423851888
high1276	2.010623302	0.48004072249999996
hlai1239	3.05680583	0.388108602
hoch1243	1.30563594	0.642765404
holi1241	0.79854249	0.734343073
holo1240	1.402373319	0.354971441
hooo1248	1.385804377	0.462679378
hopi1249	0.2333467145	0.819079829
horn1235	1.443274457	0.49443335
hozo1236	2.619197752	0.43052844300000004
huaa1248	0.401327816	0.573753201
huas1242	1.872548172	0.485986479
huau1238	3.920096344	0.42882996
huic1243	2.0591928115	0.47816022
hund1239	4.275799403	0.347281243
hung1274	0.982658103	0.602129053
hupa1239	2.2288259213333337	0.453685856
hwan1240	0.713379807	0.477300014
iatm1242	2.925704051	0.453236241
iban1264	3.202297247	0.3703725885
ibib1240	1.525819428	0.493745598
icel1247	0.24652915	0.854088403
idak1243	4.386067194	0.416866613
idom1241	0.997751976	0.558119302
ifee1241	2.291273468	0.452893733
igal1242	1.206515563	0.561693516
igut1238	1.113444911	0.517794527
ilaa1246	1.559387352	0.463860813
indu1241	1.356836709	0.631001463
ingr1248	1.664661561	0.651833705
iowa1245	1.2189346335	0.6048590945
iraq1241	2.061338933	0.483134185
iris1253	1.73584469	0.5889409735
isek1239	1.468502964	0.508899149
isla1278	4.17800071	0.404465181
isok1239	1.71906497	0.496926141
isth1238	3.429841897	0.409618174
itel1242	0.52253582	0.807819206
iyow1239	0.530088096	0.423368627
jara1245	3.041077384	0.406974968
jaru1254	0.187913785	0.569591939
java1254	2.8018589425	0.4405472195
jeme1245	0.96295084	0.639419466
jena1242	0.057006309	0.61380218
jenn1240	2.47543143	0.438738982
jibu1239	1.660229331	0.446700059
jica1244	0.869796813	0.665683062
juho1239	0.5345034073333333	0.5007862276666667
juku1254	1.280291451	0.489756283
juxt1235	2.125889328	0.526824085
kaba1278	1.472171443	0.639345482
kabi1261	1.151461373	0.446207137
kaby1243	0.279464139	0.771748736
kach1279	3.034725269	0.415370089
kach1280	3.605836215	0.391700572
kada1242	2.734022974	0.41999308
kada1284	1.206845571	0.483343274
kadi1248	1.193121332	0.362984063
kafa1242	3.5027729745	0.4020821455
kagu1239	2.353977273	0.460203759
kakw1240	1.551987928	0.359498093
kala1377	2.479753376	0.429322882
kala1381	1.482939106	0.481080241
kala1399	0.147476561	0.8604100765
kali1308	1.3256772893333333	0.6308001923333333
kalm1243	0.286104249	0.721012834
kama1373	2.531153314	0.411147241
kamb1297	1.319126729	0.561176848
kamb1299	2.855713856	0.43207651
kamo1255	3.08791996	0.457163969
kane1243	-0.106772036	0.615860722
kaon1241	2.182547973	0.410005096
kapi1249		
kaqc1270	1.91461833	0.480569561
kara1289	1.479727643	0.547845098
kara1464	1.250599061	0.664804655
kara1476	0.397186882	0.540249028
kara1481	1.547690581	
kara1483	1.2857367835	0.521333878
kara1500	1.093409538	0.431729581
karb1241	3.122943429	0.429391803
kare1348	0.152850892	0.617951396
kari1304	-0.0045392785000000005	0.6385435749999999
karo1304	1.9438656466666666	0.48624309033333335
karr1236	0.012672925	0.715962754
kase1253	0.488030261	0.515679172
kash1277	1.565513834	0.655160626
kash1280	2.227877964	0.467713796
kask1239	0.8514822136666667	0.7647406296666667
kati1270	0.182670455	0.858605568
kato1244	2.124674628	0.474142293
kaur1267	0.952044219	0.585065526
kawa1283	0.29498157566666666	0.7358539226666667
kaya1319	1.249496427	0.510457259
kaya1330	3.079373702	0.367708631
kaza1248	0.292295578	0.8073433919999999
keii1239	2.77768857	0.392220913
keiy1238	3.046226532	0.385359395
kele1255	2.550099893	0.323367884
kens1248	3.6642971836666667	0.36674775600000004
kenu1236	-0.07034852600000001	0.898589131
keny1279	2.697381423	0.442515915
kere1283	1.217280138	0.527139174
kett1243	1.168008893	0.725041552
khan1273	0.379304595	0.82346044
khas1269	2.782334383	0.467709374
kich1262	3.388741354	0.434263874
kick1244	1.280860919	0.62968224800000006
kiku1240	2.1485733695	0.48780386000000003
kili1267	2.4036784285	0.46337830700000004
kili1268	0.13851078733333333	0.7992780416666667
kima1246	3.0299376235	0.38622736700000004
kimb1241	1.74385499	0.494302844
kimm1245	1.733430089	0.43190159
kiny1244	2.22156003	0.463850566
kiow1264	0.814497363	0.556355941
kiow1266	0.70944421	0.6021327894999999
kips1239	1.592026927	0.481723578
kita1249	0.879325148	0.506845204
kitj1240	0.310029644	0.586514723
klam1254	1.1599996474285714	0.6184946354285714
klao1243	2.232109572	0.435938231
koal1240	0.457440145	0.550047307
koda1255	2.996677372	0.409618174
kodi1247	2.9286596559999998	0.399883692
koit1244	4.148616601	0.43666766
komc1235	2.408862401	0.479795718
komo1258	2.799431818	0.429083463
komo1260	3.472105408	0.335345315
konk1269	0.770233303	0.504712678
kons1243	1.664500988	0.4742406375
konz1239	2.190254447	0.492749331
koon1244	1.996621789	0.454752673
kooo1244	0.373597809	0.559384445
koor1239	3.072443182	0.426793011
kore1280	0.8463640265	0.70152583
koro1310	2.984272069	0.45737597
kory1246	0.670318395	0.780149589
kosr1238	3.159847456	0.419325236
koya1251	0.736603576	0.539472271
koyr1242	-0.3354754045	0.7478317245
koyu1237	0.722807559	0.778259758
kren1239	1.8845726286666666	0.481181796
kron1241	0.406343721	0.471849104
kuaa1238	0.522270257	0.52519123
kubu1239	3.4412178855	0.4604012675
kuii1252	1.892987063	0.427480938
kuik1246	2.041055135	0.385783397
kuku1273	3.480160768	0.376761935
kuku1285	1.500783309	0.406868967
kumi1248	0.5399415264285714	0.6415980018571429
kumy1244	1.287197381	0.571612442
kuna1268	0.377383893	0.587658667
kund1255	1.63201581	0.461382281
kups1238	2.609337945	0.40963517
kura1249	1.113444911	0.517794527
kura1250	2.540359437	0.439115861
kuru1301	1.273243396	0.472834949
kusa1250	0.457587852	0.550897345
kusu1252	2.346370852	0.363479897
kute1249	1.36284276175	0.6465582675
kwai1243	3.172842556	0.429717139
kwak1269	1.960662727	0.554363457
kwas1243	2.644225543	0.458803574
kwer1261	1.995259334	0.518438625
kwom1262	3.1999228015	0.419698449
kxoe1243	1.185918317	0.441848072
laca1243	5.146961462	0.446004797
lagw1237	0.034368089	0.559800409
laka1254	0.567723424	0.466452095
lake1258	2.3731931665	0.49390916
lako1247	0.600219244	0.6617303795
lala1264	1.603378211	0.451767135
lama1277	3.448302357	0.40819057
lamb1271	2.046918388	0.436431154
lame1256	3.8153810525000003	0.4080364005
lame1260	3.676328257	0.414278244
lamn1239	2.935227273	0.464000981
lang1320	1.683757411	0.529594885
lang1324	1.839037796	0.383862871
lara1258	1.092212204	0.464131487
lard1243	1.439424819	0.50161363
lati1261	1.743633099	0.514409788
latv1249	1.61430336	0.622159797
laua1243	3.900825511	0.442491409
lega1249	4.405734716	0.388495523
lele1265	2.514212126	0.3625653
lele1270	3.088425869	0.383756871
lenc1242	2.590501482	0.502079134
lend1245	3.583383329	0.3713651
lepc1244	1.5746109185	0.5915583355
lese1243	3.761812496	0.310778196
libe1247	2.89979002	0.446764558
liby1240	-0.051383399	1
lill1248	1.1327672103333333	0.6511694016666667
limb1268	2.935227273	0.464000981
ling1263	2.667417839	0.305063361
lipa1241	0.9148283103333333	0.5967439726666667
lith1251	1.375012352	0.646502879
livv1243	1.147943429	0.704106982
livv1244	1.375401433	0.647350344
lobi1245	1.012839281	0.481573163
logo1259	2.545679451	0.331205585
loka1252	1.844324358	0.490478964
lomb1254	3.949887648	0.341193569
long1389	0.658702866	0.525053389
long1395	3.728724061	0.393049593
loth1237	1.522894022	0.504140413
lowe1427	2.823906868	0.552993728
lowe1436	0.059832016	0.735553
lozi1239	1.2097313455	0.449581228
luba1249	1.151067458	0.392933171
luba1250	1.5642769644999999	0.3833991985
lubu1243	3.480070405	0.387869182
luch1239	1.94566462	0.404930685
lugb1240	1.766211083	0.335584734
lugu1238	1.716566823	0.5028548134999999
luim1238	2.389392224	0.380674819
luis1253	1.1528080606666666	0.5427912356666666
lund1266	2.154989824	0.410207435
luok1236	2.323523962	0.488612514
luse1252	2.584560608	0.345130959
lush1249	2.894911067	0.40011345
luva1239	0.849804063	0.459190496
luwo1239	0.482482119	0.450795374
maba1273	1.564235425	0.45105179
macu1259	3.410888093	0.385359395
madi1260	1.500783309	0.406868967
mafa1239	0.228110882	0.548298904
maha1287	1.021842718	0.459334162
mail1248	3.7971402	0.374358148
mait1250	0.945538292	0.568844753
maka1311	3.128631423	0.449202511
maka1318	2.991806653	0.564010523
makh1264	1.921140069	0.499288425
mako1251	2.098636672	0.474420302
mala1464	2.737117095	0.419509819
mala1468	2.722091156	0.426080754
mala1479	3.553631166	0.377388276
male1284	1.868008893	0.468059216
mama1271	0.398349195	0.529604546
mamb1296	0.735648775	0.459676669
mamm1241	3.866687253	0.443450596
mamp1244	0.699604743	0.545053863
mamv1243	3.424296347	0.308093488
mana1295	3.296832892	0.421729023
manc1252	0.767520998	0.7310271875000001
mand1415	0.810153162	0.630519887
mand1425	0.757147416	0.426186754
mand1446	0.761196887	0.678529899
mang1394	3.096343961	0.3146162535
mang1401	1.998703063	0.589878399
mans1258	1.075426136	0.721442833
manz1243	0.923401826	0.405345025
maor1246	3.5593842635	0.5655778545000001
mapu1245	1.7396387875000001	0.61987367
maqu1238	4.331954051	0.42009908
mara1382	3.8444416995	0.37614042400000003
marg1265	0.516247267	0.52716368
mari1414	1.4240614045	0.4148241665
mari1440	0.087568091	0.7100126055
mars1254		
mart1256	-0.02145504	0.72271331
masa1299	2.604230484	0.508129727
masa1300	1.0699085165	0.550016132
masa1322	0.31007909499999997	0.5435501225
masi1268	1.496133893	0.49060196
matt1238	3.0657626043333335	0.45457361933333335
mbal1257	1.662311053	0.354557101
mban1263	2.613941737	0.350876126
mbes1238	2.627921385	0.377730608
mbug1242	1.316440217	0.533791603
mbul1258	1.218109251	0.581026147
mbum1254	1.902367081	0.438923944
mbya1239	2.5184772315	0.35415647
meen1242	0.271757658	0.623636601
meke1243	4.148616601	0.43666766
mend1266	2.91627038	0.4133706015
meno1252	2.047838439	0.606133339
ment1249	3.398313982	0.388283522
meri1244	2.48937747	0.475793829
meru1245	4.386067194	0.416866613
mesc1238	0.4402475087142857	0.6608237422857143
mesk1242	0.843787055	0.725115947
meso1252	-0.042810222	0.719076016
meta1238	2.408862401	0.479795718
mezq1235	1.543045949	0.553062063
miam1252	1.148795702	0.643344458
midd1357	4.047208498	0.448648003
midg1235	2.896269763	0.401496464
mido1240	-0.097625371	0.77669706
mika1239	1.833498024	0.520842412
mikm1235	1.851380031	0.585335837
mina1268	3.6461091900000002	0.413237563
minn1241	2.556015316	0.428871462
misk1235	2.447353631	0.466062348
miya1259	2.043570899	0.487483003
mlab1235	2.508331275	0.422221945
mmen1238	2.339605978	0.450462529
moba1244	0.642738073	0.506975711
moch1256	2.228711709	0.538695515
mode1248	1.45542388	0.463402058
mogh1245	0.184189723	0.808506594
moha1256	0.1434337265	0.7519814135
moke1242	2.328032362	0.453492656
mokp1239	1.711623024	0.501489334
moli1248	2.819897833	0.395236957
momj1237	0.805796036	0.461279193
mong1338	2.619097941	0.32725338000000004
mono1275	0.5505733651818182	0.733676802
mont1268	1.2415019760000001	0.6980579413333333
moro1285	0.418187035	0.551410588
moro1292	0.8554563985	0.6084264695
mort1237		
moru1253	1.230032161	0.397161905
moss1236	0.200320188	0.5856931485
mota1237	2.85492836	0.441194312
motu1246	4.148616601	0.43666766
mpuo1241	1.304203745	0.382126928
mudu1242	2.52735919	0.40746789
mukh1238	1.892987063	0.427480938
mull1237	1.038480562	0.439937207
mund1320	1.385804377	0.462679378
mund1325	0.398673903	0.52818719
mund1330	3.5379019475	0.3850117645
mung1266	2.408862401	0.479795718
muon1246	2.144960474	0.421913605
murr1258	1.05642195	0.448233663
muru1274	3.285520627	0.431542086
musg1254	0.183668956	0.521722256
mwer1247	2.122758152	0.48249084800000003
myen1241	2.198684536	0.436325153
najd1235	-0.202383893	0.778021637
naka1262	3.370991848	0.427288846
nama1264	0.207096097	0.7511822819999999
namb1293	2.281126482	0.44338901
nana1257	0.697992836	0.75285651
nand1266	4.386067194	0.416866613
nara1262	0.216273468	0.67932419
naro1249	0.507495045	0.514734449
narr1259	1.167042367	0.559218657
nask1242	0.4487246785	0.801228863
natc1249	2.450503951	0.4269363845
natu1246	3.551917173	0.421489604
naur1243	1.576581028	0.562532619
nava1243	0.35316617233333336	0.7734864256666667
ndas1238	3.530953557	0.403749835
ndau1241	1.818997036	0.437537843
ndon1254	0.773354261	0.503055317
ndoo1241	2.067706275	0.479378465
ndyu1242	3.817236907	0.371153099
neap1235	1.975386742	0.498963089
nege1240	3.372356719	0.398016167
negi1245	1.184381176	0.71401656
nene1249	0.380020998	0.8289173814999999
nezp1238	0.944266716	0.665988939
ngaa1240	0.100271739	0.691996882
ngab1239	1.896053607	0.486760323
ngad1258	2.707787796	0.479788208
ngal1298	2.749333004	0.39928477
ngan1291	0.1887506175	0.860895145
ngan1302	2.617941675	0.372947541
ngas1240	0.935597826	0.52519123
ngba1284	2.666728018	0.322714125
ngil1242	0.418187035	0.551410588
ngiz1242	0.084008454	0.622676201
ngom1268	2.467654842	0.3336638275
ngul1246	1.86014081	0.468068878
nige1253	-0.014807456666666672	0.627129116
nina1238	4.143083004	0.386908919
nise1244	1.81913233	0.4668530556
niue1239	3.31344697	0.490831132
njye1238	3.53398386	0.395384459
nkhu1238	1.491396986	0.451113376
nort1550	1.094880188	0.6601370795
nort2646	0.5984000585	0.6990905384999999
nort2671	0.522822999	0.7964731835000001
nort2690	0.121387105	0.742883883
nort2745	0.459638505	0.8247865466666667
nort2765	2.983905632	0.429778724
nort2774	2.476427639	0.322997958
nort2775	1.433207733	0.388714859
nort2795	1.4636795950000001	0.506174449
nort2819	0.118517117	0.55153947
nort2839	3.054345019	0.444508274
nort2845	3.217540555	0.436386739
nort2877	2.79933918	0.404331762
nort2938	1.913605043	0.552520614
nort2941	0.400129694	0.807836027
nort2942	0.578898156	0.80019244275
nort2943	0.31583773614285715	0.8454703335714285
nort2945	0.432503706	0.827647672
nort2951	1.808154258	0.439742203
nort2952	1.437457977	0.525738268
nort2954	0.3571298354761905	0.7581350697142857
nort2959	1.612876729	0.570562997
nort2961	1.5966730442857142	0.6404690595714286
nort2966	2.2726431423333335	0.465010248
nort2968	1.751361112	0.485671391
nort2971	0.9089680314999999	0.38872490049999997
nort2972	2.235986907	0.477635773
nort3139	0.835264328	0.6579926745
nort3142	1.191112895	0.581329889
nots1237	3.4757120285000003	0.377061396
ntch1242	1.282972816	0.495868463
nucl1235	0.6004199605	0.7233795925
nucl1240	1.103463699	0.481720665
nucl1301	0.654292243	0.6607373445
nucl1302	1.26786049	0.5827748055
nucl1310	0.9014513340000001	0.596425288
nucl1347	0.4256190045	0.6400438180000001
nucl1396	1.957009634	0.456335289
