Medium_only_merged_for_shared_language	lg_count	Latitude_abs_mean	Annual_precipitation_mean	Precipitation_seasonality_mean	Annual_temperature_mean	Temperature_seasonality_mean	EA033	Area_land	Shoreline	Settlement_date_grouping_finer	ratio_coastline_to_area	NPP_terra_mean	NPP_aqua_mean	environ_PC1	environ_PC2	environ_PC3
Mota Lava	1	-0.22304909552901217	0.40057154822500984	0.04907854457818835	0.4236742608041937	-0.15919046481927196	-1.1217189492206532	-0.5972631516673232	-0.6747209590043568	0.8794917323928652	-0.1534504041042162	-0.25935668146862506	-0.18079468303281837	0.1814674554895486	-0.4635258263877442	0.0013867758029382886
Māngarongaro	1	-0.8414565511317508	0.5445939932755793	-0.1449237115064987	0.6434153749759436	-1.2523618244984098	0.18027625969617633	-1.1962325095255704	-0.7652517608235173	-1.655004146670318	0.17101504168051546	1.9125104376222424	1.892373655702172	1.3326274619444014	1.2343953988955136	-0.6641000035832962
Nengone	1	0.8095661208052644	-1.411211602726991	1.3774041199339042	-0.7289702770874236	1.579658921799582	1.4822714686130058	0.26385553729930794	-0.14737973112082808	0.8794917323928652	-0.26049026534974157	-0.25931180857585134	-0.18074614097697073	-1.1902570595965145	0.41113142200851976	-1.1990793985141017
Niue	1	0.48784195027048	-0.8192081165131578	0.22141198714145008	-0.24917088563464684	0.6308119068218576	0.18027625969617633	-0.05701323468584771	-0.5036348130560663	0.03465977270513742	-0.2658669388535622	-0.80230424219363	-0.8718228201917363	-0.7636893337539171	-0.46066942933745575	0.014174107322852679
Nukuoro	1	-1.5271518371921269	1.2772377271250277	-0.3038438483874127	0.7150874042321993	-1.4850257205483912	-1.1217189492206532	-1.7052354795063098	-1.2618970073163684	-1.655004146670318	0.7175873864943421	1.9125104376222424	1.892373655702172	1.7243122403666387	0.9517636803810768	-0.4678764024003349
Paama	1	0.1480143197256628	-0.3679433281046906	1.0314822129463026	0.06738508354208582	0.5492257102453209	-1.1217189492206532	-0.4553795913772534	-0.6351392088820182	0.8794917323928652	-0.1914363928619143	-0.8023639780503643	-0.871885726258308	-0.5891172397988272	-0.810002752667023	-0.6572192104786065
Palau	1	-1.0584278462338477	1.4487369163818755	-0.9335878959007836	0.7159148740064213	-1.3268491773075906	0.18027625969617633	0.5372194345881789	0.5502226951636598	0.8794917323928652	-0.1900572424691905	-0.6843450859869668	-0.7093067962662417	0.8592079572637961	-1.382896006642602	1.127867607036751
Pohnpei	1	-1.134571869924336	1.7820562162657534	-0.8644817501610811	0.6950165837478973	-1.332319946817304	1.4822714686130058	0.526351041774548	0.5254655121082316	-0.24695088052410516	-0.19207354229186205	-0.5761591785018134	-0.5955045041263684	0.9732568787575345	-1.3399015701013033	1.1135133756751543
Pukapuka	1	-0.5740151093808343	0.974106345021004	-0.9444652497045803	0.6649865938263128	-1.1128469719592535	0.18027625969617633	-1.0421500251210534	-0.8144732810522216	-1.3733934934410754	0.02331480108823684	0.10255069911238536	-0.1808574470812603	0.8013477470130914	-0.5219477118925075	0.8468542818081546
Raivavae	1	1.127579577650159	-0.9695810182760184	-0.6092340007364341	-0.9975415751592012	1.2678148268046914	0.18027625969617633	-0.6049329936744647	-0.3418389328663755	-1.3733934934410754	-0.05181210285878328	0.36115556223003253	0.5102374010494017	-0.7461811255219567	1.3698814135165975	0.42788826588311657
Rakahanga-Manihiki	1	-0.6605516516320397	0.7326793106883174	-0.7066937470974309	0.6647008735943724	-1.1854886635305544	0.18027625969617633	-1.1479257727254446	-0.9319349011127264	-1.655004146670318	0.05008930030625453	1.9125104376222424	1.892373655702172	1.3772531649737916	1.3366826948498594	-0.1457662793549625
Rapa Nui	1	1.5582158838870697	-1.6695798920325189	1.0400114481974954	-1.633479516097925	0.8955563874507312	0.18027625969617633	-0.1816826989782773	-0.47863214653758274	-1.3733934934410754	-0.23047830220037557	-0.8023530686835648	-0.8718879985146356	-1.5998514703729296	0.1863495523534426	-0.2788028179238889
Ratak + Rālik	1	-0.9162874417472344	0.860260813165912	0.03301323067620659	0.6294153108616395	-1.1145860886581138	1.4822714686130058	0.4416583108381872	1.2734438202105112	0.03465977270513742	-0.04278073309593275	-0.42977496405828614	-0.3757797893845414	0.6344348349203202	-1.0686916053988573	0.11961573599889938
Rimatara	1	0.8538032401608073	-1.0020214169752355	-0.2742938913229313	-0.6606426859986445	0.9765384854880108	0.18027625969617633	-1.4045746937309895	-1.0615490918560664	-1.3733934934410754	0.24425082515390137	-0.2594114642442939	-0.1808504215065447	-0.8002206244735205	0.48602444322715177	0.27981476931409976
Rotuma	1	-0.3832509186935308	1.0446027120229422	-1.0898123532571506	0.583520601551829	-0.6750063502282723	1.4822714686130058	-0.6812668287766661	-0.7595082844548686	-0.8101721869825903	-0.14661540235823997	0.5550383157710644	0.5102062517349518	0.854436167373831	0.18545531231771548	0.7776316357667312
Rurutu	1	0.958173553056554	-1.0197563517509096	-0.4281542916176089	-0.8026245872297137	1.1133837384326386	0.18027625969617633	-0.32969209319635384	-0.3975101829224592	-1.3733934934410754	-0.16917789474698405	-0.5006522054430818	-0.4769310866599892	-0.9565303116551167	0.3328758654281848	0.5450007413312663
Rēkohou	1	3.816018490586788	-1.621486812843761	-1.211823353727838	-4.651535785685095	1.807427771210021	0.18027625969617633	0.8089790922877342	0.7231031362371263	-1.655004146670318	-0.21319759084283077	-0.6937553682027581	-0.7263913244955365	-2.636981549924477	2.095464616338832	2.70198664740517
Sāmoa	1	-0.17009781245590155	0.4787625465645295	-0.6151922216846757	0.45889254460427986	-0.5050817978020926	1.4822714686130058	1.355350213418153	1.1937742874687405	0.5978810791636225	-0.2328182001093858	-0.7087157259057942	-0.7462054080156452	0.17606640803711263	-0.9285908219635752	0.7798760937265486
Tahiti	1	0.1971809603776861	-0.19136671881862952	-0.3845993081398201	0.18913680411939823	-0.12582014851861045	1.4822714686130058	1.215007826430211	1.3609074126315153	-1.0917828402118328	-0.18941375365024216	-0.5822303436944914	-0.5809079509912006	-0.16531725200609634	-0.5150091813642058	0.46871749806654933
Te Henua ‘Enana	1	-0.8714014547996076	-0.5046839084242014	3.415335039100043	0.4022596501076799	-0.9173284182058044	-1.1217189492206532	0.7960991057718747	0.8386041139739174	-1.0917828402118328	-0.19306448171528023	-0.6594698485679625	-0.6812410147884665	-0.1751732685664834	-1.5357916283414843	-2.7812856222691664
Tikopia	1	-0.41092255998890814	0.9671097716979016	-0.7637938146092369	0.5621296676413748	-0.5350522875789901	0.18027625969617633	-1.4388917580262046	-1.5734865572146828	0.8794917323928652	-0.04228419505772648	1.9125104376222424	1.892373655702172	1.2105047855432154	1.5069729555876983	-0.031616275306662084
Tokelau	1	-0.8233594704442595	1.7939072467046036	-1.4152027457785787	0.7114211770492267	-1.2903338421365087	0.18027625969617633	-1.0042353852915968	-0.4888234430299487	-1.3733934934410754	0.12885079706286134	1.912469008332068	1.8923314727257952	1.7439962104285232	1.2351709080582876	0.6705022847374819
Tonga	1	0.5687972405731103	-0.908992982275258	0.3487869098745476	-0.31860652215005	0.8464723395981821	1.4822714686130058	1.112268806055253	1.491615898322581	0.5978810791636225	-0.15409125663373038	-0.7771932735825914	-0.8381396078598052	-0.8667086538401401	-0.3658326953460528	-0.11045529326220947
Tuamotu	1	0.20744871845159613	-0.24540712429136724	-0.5251093346638763	0.154696929206986	-0.16694762889005108	0.18027625969617633	1.4518583278765893	2.378568458244241	-1.0917828402118328	-0.09644033237899503	-0.6694602207077135	-0.6931378214918378	-0.19464844587564273	-0.5804263264445414	0.6199937866851836
Tupuai	1	1.0578562138801564	-0.9814937636864056	-0.5494955573584551	-0.9090119828857772	1.2005208680491957	0.18027625969617633	-0.46718889402851094	-0.654301031601926	-1.3733934934410754	-0.19283927994697048	-0.2593341058198232	-0.1807678398958007	-0.9142152529416847	0.6728734663650497	0.5915923133166914
Ulithi (greater)	1	-0.7295716696720389	0.815235656136421	-0.8862321196233833	0.670027157189607	-1.1578496575992692	0.18027625969617633	-0.5405038486055431	0.01472607949279171	0.03465977270513742	0.02227439086157416	-0.2308623841749536	-0.2899926117071284	0.7366396883666088	-0.7686926625888713	0.8134000485588138
Uvea (Wallis)	1	-0.27619168539164485	0.7839512000077916	-0.8460637449287141	0.5392117296002273	-0.5925361102135447	0.18027625969617633	-0.3044224254532196	-0.3637458649512707	0.31627042593438	-0.16854533976728428	-0.2593557865959572	-0.18079318764630567	0.48445805567812544	-0.4999048930660512	0.8204594948002771
Woleai	1	-1.0438556376802577	1.451095568141022	-0.9369847838671896	0.7038579921548229	-1.332246745529592	0.18027625969617633	-1.220833331678192	-0.8081300033971768	-0.24695088052410516	0.17399329361936203	1.9124551985686769	1.8923174117336696	1.6800965141488953	1.1565538591795461	0.1620411804367266
Yap	1	-0.7768400125164928	0.9721336811961548	-1.0417452224804369	0.6790458873552309	-1.1884074830775635	1.4822714686130058	-0.6616492226033904	-0.7218968495557263	0.31627042593438	-0.1427940876136222	1.9125104376222424	1.892373655702172	1.4908079194569916	1.3237469863439184	0.15855645209829888
