fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.7770220969680398	0.04955447855306795	0.4199940877722408	0.6587901706901341	0.8531760832800761	0.895640222573088	none	medium
