fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9844523187901252	0.014724784998063116	0.7768882869526059	0.94284705511543	0.9968748941148905	0.9990070731886933	spatial	SBZR
