group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Vanuatu + Temotu	127.3519	15.756290567873073	74	199	2.6480999999999995	2.6480999999999995	130	spatialphylo
Kanaky (main island + Loyalties)	32.5829	8.152396809980162	9	82	1.4170999999999978	1.4170999999999978	34	spatialphylo
Fiji	8.672	4.088849210815542	0	31	-0.6720000000000006	0.6720000000000006	8	spatialphylo
Chuuk	3.9411	2.513575659545506	0	20	2.0589	2.0589	6	spatialphylo
Laguas yan gåni (Guam + Northern Marianas)	5.617	3.216076074120675	0	26	-2.617	2.617	3	spatialphylo
Pohnpei	1.6913	1.5364375594333157	0	11	1.3087	1.3087	3	spatialphylo
Luangiua + Nukumanu	1.5683	1.5481520556711308	0	13	0.4317	0.4317	2	spatialphylo
Marquesas	1.7198	1.7164447495500186	0	16	0.2802	0.2802	2	spatialphylo
Niu + Tuvalu	1.9705	1.7776798824806612	0	14	0.02950000000000008	0.02950000000000008	2	spatialphylo
Ulithi + Yap	1.5377	1.4405506685371614	0	10	0.46229999999999993	0.46229999999999993	2	spatialphylo
Woleai	1.4172	1.3670153741283637	0	11	0.5828	0.5828	2	spatialphylo
Aotearoa	1.3359	1.581683078918218	0	14	-0.3359000000000001	0.3359000000000001	1	spatialphylo
Banaba	0.5911	0.8650870635738095	0	7	0.40890000000000004	0.40890000000000004	1	spatialphylo
East Futuna	0.8282	1.0812962961963832	0	10	0.17179999999999995	0.17179999999999995	1	spatialphylo
Hawaii	0.4976	0.8644472030706616	0	12	0.5024	0.5024	1	spatialphylo
Hereheretue	0.9436	1.040734045150476	0	8	0.056400000000000006	0.056400000000000006	1	spatialphylo
Kapingamarangi	0.6555	0.9462078423518232	0	9	0.34450000000000003	0.34450000000000003	1	spatialphylo
Kosrae	1.1305	1.2093039285469802	0	9	-0.13050000000000006	0.13050000000000006	1	spatialphylo
Mangaia	0.8559	1.0276384549438622	0	10	0.1441	0.1441	1	spatialphylo
Mangareva	1.1803	1.2386869437167947	0	9	-0.1802999999999999	0.1802999999999999	1	spatialphylo
Marutea	1.1238	1.154212623686844	0	10	-0.12379999999999991	0.12379999999999991	1	spatialphylo
Mo-ava-mo-iki (Bellona + Rennelle)	0.8848	1.1298037907798708	0	9	0.11519999999999997	0.11519999999999997	1	spatialphylo
Morane	1.2458	1.3831029091740559	0	13	-0.24580000000000002	0.24580000000000002	1	spatialphylo
Māngarongaro	1.6017	1.5241028177061724	0	11	-0.6016999999999999	0.6016999999999999	1	spatialphylo
Napuka	0.9414	1.080686276531181	0	9	0.058599999999999985	0.058599999999999985	1	spatialphylo
Ngatik	1.2835	1.4049644630787825	0	10	-0.2835000000000001	0.2835000000000001	1	spatialphylo
Ngā Pū Toru	0.9234	1.052446295219111	0	8	0.0766	0.0766	1	spatialphylo
Niue	0.5694	0.8470273818115645	0	8	0.4306	0.4306	1	spatialphylo
Nukuoro	1.0122	1.2437064929411836	0	10	-0.012199999999999989	0.012199999999999989	1	spatialphylo
Nukutaveke 59	1.0997	1.1601269324733157	0	9	-0.0996999999999999	0.0996999999999999	1	spatialphylo
Nukutaveke 61	1.1091	1.1266428548622855	0	9	-0.10909999999999997	0.10909999999999997	1	spatialphylo
Palau	2.1363	1.8756529842728749	0	14	-1.1362999999999999	1.1362999999999999	1	spatialphylo
Pukapuka	1.0051	1.1549923769181656	0	10	-0.0051000000000001044	0.0051000000000001044	1	spatialphylo
Raivavae	1.0938	1.1514921421422473	0	8	-0.0938000000000001	0.0938000000000001	1	spatialphylo
Rakahanga-Manihiki	1.7311	1.6061913880598127	0	14	-0.7311000000000001	0.7311000000000001	1	spatialphylo
Rapa Nui	0.9226	1.103689744948874	0	8	0.07740000000000002	0.07740000000000002	1	spatialphylo
Raro Matai + Nia Matai	0.6616	0.9194400344762564	0	8	0.33840000000000003	0.33840000000000003	1	spatialphylo
Rarotonga	0.8874	1.0345183723966833	0	8	0.11260000000000003	0.11260000000000003	1	spatialphylo
Ratak + Rālik	1.6435	1.5329196763931983	0	11	-0.6435	0.6435	1	spatialphylo
Rimatara	1.0519	1.1418129284941416	0	9	-0.05190000000000006	0.05190000000000006	1	spatialphylo
Rotuma	1.1495	1.260677865621542	0	11	-0.14949999999999997	0.14949999999999997	1	spatialphylo
Rurutu	0.9473	1.0609596003276245	0	8	0.05269999999999997	0.05269999999999997	1	spatialphylo
Rēkohou	0.9373	1.1358246870763011	0	8	0.06269999999999998	0.06269999999999998	1	spatialphylo
Sorol	0.7618	1.00197862058809	0	8	0.23819999999999997	0.23819999999999997	1	spatialphylo
Sāmoa	1.795	1.6292453602954973	0	12	-0.7949999999999999	0.7949999999999999	1	spatialphylo
