group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Tatakoto + Reao	0.944	1.0436344749440434	0	9	0.05600000000000005	0.05600000000000005	1	spatialphylo
Tokelau	1.296	1.2991353952831581	0	10	-0.29600000000000004	0.29600000000000004	1	spatialphylo
Tonga	2.2379	1.9000169989922842	0	17	-1.2378999999999998	1.2378999999999998	1	spatialphylo
Tuamotu + Puka-puka	1.0748	1.2670301877025878	0	11	-0.07479999999999998	0.07479999999999998	1	spatialphylo
Tungaru	2.2643	1.884781353386914	0	15	-1.2643	1.2643	1	spatialphylo
Tupuai	1.0334	1.1266815793018512	0	10	-0.033400000000000096	0.033400000000000096	1	spatialphylo
Tureia	0.9997	1.0978253194580658	0	9	2.9999999999996696e-4	2.9999999999996696e-4	1	spatialphylo
Tuvalu 31	1.2892	1.3027406009284161	0	11	-0.2891999999999999	0.2891999999999999	1	spatialphylo
Tuvalu 32	1.2967	1.2943093268857202	0	11	-0.29669999999999996	0.29669999999999996	1	spatialphylo
Uvea (Wallis)	0.8441	1.0687887634804616	0	10	0.15590000000000004	0.15590000000000004	1	spatialphylo
Ānewetak	0.9604	1.088921675347453	0	7	0.03959999999999997	0.03959999999999997	1	spatialphylo
