fit_score	Estimate	SE	control	group
elpd_waic	-86.28438381828992	5.311315846141213	phylo	SBZR
p_waic	9.817023450174508	1.8384935809951908	phylo	SBZR
waic	172.56876763657985	10.622631692282425	phylo	SBZR
