fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9128471465523744	0.04358160975173073	0.49495342214208593	0.8038840917125423	0.9680235819395827	0.9866126070484701	phylo	medium
