variable	Malakula	Kanaky (New Caledonia main island)	Santo
Shoreline:Settlement_date_grouping_finer§Estimate	5.54721915092776	6.73682215429441	5.47629836603971
Intercept§Est.Error	14.3095897710241	14.7749292196808	13.4290989235907
Carrying_capactiy_PC1§Est.Error	4.26941440991312	4.30027549469888	4.18798630224574
Shoreline§Est.Error	10.4555193726039	10.4546578653054	9.72493517990614
Carrying_capactiy_PC2§Est.Error	5.04600909321544	4.76159289494403	4.80091714682356
Carrying_capactiy_PC3§Est.Error	5.28732630341262	6.66066425793529	5.38574858892844
EA033§Est.Error	0.481070459670503	0.428474512094876	0.497761489798375
Settlement_date_grouping_finer§Est.Error	2.74454133419753	2.57931123249765	2.59583860755058
Carrying_capactiy_PC1:Shoreline§Est.Error	3.22643654457048	3.21113743293604	3.14290412195038
Shoreline:Carrying_capactiy_PC2§Est.Error	3.86197947951901	3.68593747762625	3.65825173869167
Shoreline:Carrying_capactiy_PC3§Est.Error	3.64743696143644	4.66216723201792	3.71957643431572
Shoreline:Settlement_date_grouping_finer§Est.Error	1.9887454040821	1.85122944835791	1.86691222438514
Intercept§l-95% CI	-14.212735	-40.2552075	-15.5789225
Carrying_capactiy_PC1§l-95% CI	-14.92731	-9.2739105	-13.601905
Shoreline§l-95% CI	-30.721015	-12.390125	-25.326915
Carrying_capactiy_PC2§l-95% CI	-6.989503	-4.086476	-2.5336865
Carrying_capactiy_PC3§l-95% CI	-8.22140425	-1.322761	-10.700605
EA033§l-95% CI	-3.57936075	-4.2494605	-3.84573175
Settlement_date_grouping_finer§l-95% CI	-11.956605	-13.1562	-11.604705
Carrying_capactiy_PC1:Shoreline§l-95% CI	-1.9330805	-6.51051625	-3.20383675
Shoreline:Carrying_capactiy_PC2§l-95% CI	-8.58747225	-9.66809275	-11.4886125
Shoreline:Carrying_capactiy_PC3§l-95% CI	-8.341857	-16.8808275	-6.77954575
Shoreline:Settlement_date_grouping_finer§l-95% CI	1.8231325	3.25015175	1.94768275
Intercept§u-95% CI	41.79112	17.6482325	36.98002
Carrying_capactiy_PC1§u-95% CI	1.79613175	7.517456	2.82644375
Shoreline§u-95% CI	10.1338875	28.575045	12.6284125
Carrying_capactiy_PC2§u-95% CI	12.81704	14.63772	16.3192125
Carrying_capactiy_PC3§u-95% CI	12.5957025	24.818005	10.4620325
EA033§u-95% CI	-1.69270825	-2.5661355	-1.8940595
Settlement_date_grouping_finer§u-95% CI	-1.19828725	-3.0123895	-1.42332925
Carrying_capactiy_PC1:Shoreline§u-95% CI	10.7217075	6.03049525	9.1220875
Shoreline:Carrying_capactiy_PC2§u-95% CI	6.56845824999999	4.828983	2.8851445
Shoreline:Carrying_capactiy_PC3§u-95% CI	6.02152749999999	1.4274635	7.80370049999999
Shoreline:Settlement_date_grouping_finer§u-95% CI	9.620779	10.5299025	9.27330475
Intercept§Rhat	1.00021514137905	1.0001408467398	1.00025541305636
Carrying_capactiy_PC1§Rhat	1.00002028912137	1.00005830045342	1.00005929588999
Shoreline§Rhat	1.00024156704772	1.00012653640638	1.00028707228419
Carrying_capactiy_PC2§Rhat	1.00007570357439	0.99999797184328	1.00020039997608
Carrying_capactiy_PC3§Rhat	1.00006179589983	1.00008726779357	1.00002833840545
EA033§Rhat	1.00002929637964	1.00004504714745	1.00009213451887
Settlement_date_grouping_finer§Rhat	1.00020422601305	1.00021009034332	1.00024163741776
Carrying_capactiy_PC1:Shoreline§Rhat	1.00002843575352	1.00006797408702	1.0000813133078
Shoreline:Carrying_capactiy_PC2§Rhat	1.0000700152849	1.00000573025825	1.00020986420386
Shoreline:Carrying_capactiy_PC3§Rhat	1.00007868982806	1.00008761342585	1.00003865692718
Shoreline:Settlement_date_grouping_finer§Rhat	1.00017781190621	1.00020612332458	1.00025005176142
Intercept§Bulk_ESS	38095.7739845505	41682.0642083061	38770.5397255533
Carrying_capactiy_PC1§Bulk_ESS	44404.4579723837	52152.3032679537	46759.1528077619
Shoreline§Bulk_ESS	37337.3030614341	40905.7240517082	38426.7440106315
Carrying_capactiy_PC2§Bulk_ESS	46872.6108043402	52722.2419885296	49022.0661742045
Carrying_capactiy_PC3§Bulk_ESS	45695.6081355029	52855.4704871867	45082.4064508393
EA033§Bulk_ESS	77103.5099687826	90034.535024457	71217.97478749
Settlement_date_grouping_finer§Bulk_ESS	43529.3288322816	49418.966081333	44816.6051748764
Carrying_capactiy_PC1:Shoreline§Bulk_ESS	42010.150177663	50269.7026501633	44719.6505046208
Shoreline:Carrying_capactiy_PC2§Bulk_ESS	44844.1280495728	51093.6296647463	47343.408368895
Shoreline:Carrying_capactiy_PC3§Bulk_ESS	44410.0783834531	51448.8481014069	44227.5985023977
Shoreline:Settlement_date_grouping_finer§Bulk_ESS	43644.3356773928	49766.6628849622	44970.8842350136
Intercept§Tail_ESS	44771.3087456632	48267.2516858579	46830.8339252983
Carrying_capactiy_PC1§Tail_ESS	56539.6254588247	60203.9957858986	60859.2129739926
Shoreline§Tail_ESS	42880.2161093217	46360.4502898786	45830.1145145352
Carrying_capactiy_PC2§Tail_ESS	54057.8397913459	60605.1798250482	55551.6082194944
Carrying_capactiy_PC3§Tail_ESS	58179.557993318	63414.4857395547	58105.2883352587
EA033§Tail_ESS	75244.2890245669	75872.7620213474	74386.0468618389
Settlement_date_grouping_finer§Tail_ESS	55385.383099535	56737.8506049977	55142.5902753462
Carrying_capactiy_PC1:Shoreline§Tail_ESS	53871.3735364521	58399.8868279972	58727.4845859519
Shoreline:Carrying_capactiy_PC2§Tail_ESS	52865.305672856	59013.1856108712	53737.1869072467
Shoreline:Carrying_capactiy_PC3§Tail_ESS	59268.8313435651	62334.544423903	57570.4154777298
Shoreline:Settlement_date_grouping_finer§Tail_ESS	55597.700021323	57190.2168959612	55618.655437986
Intercept§straddle_zero_95	yes	yes	yes
Carrying_capactiy_PC1§straddle_zero_95	yes	yes	yes
Shoreline§straddle_zero_95	yes	yes	yes
Carrying_capactiy_PC2§straddle_zero_95	yes	yes	yes
Carrying_capactiy_PC3§straddle_zero_95	yes	yes	yes
EA033§straddle_zero_95	no	no	no
Settlement_date_grouping_finer§straddle_zero_95	no	no	no
Carrying_capactiy_PC1:Shoreline§straddle_zero_95	yes	yes	yes
Shoreline:Carrying_capactiy_PC2§straddle_zero_95	yes	yes	yes
Shoreline:Carrying_capactiy_PC3§straddle_zero_95	yes	yes	yes
Shoreline:Settlement_date_grouping_finer§straddle_zero_95	no	no	no
dropped_observation_prediction_mean	10.0328	325.2069	12.6938
dropped_observation_prediction_diff_mean	22.9672	-296.2069	11.3062
