dropped_obs	mean_Rhat	mean_Bulk_ESS	mean_Tail_ESS	diff_predicted_vs_observed	dropped_observation_prediction	dropped_observation_prediction_diff	b_Intercept_mean	b_EA033_mean	b_Carrying_capactiy_PC1:Shoreline_mean	b_Shoreline:Carrying_capactiy_PC2_mean	b_Shoreline:Settlement_date_grouping_finer_mean	b_Intercept_sd	b_EA033_sd	b_Carrying_capactiy_PC1:Shoreline_sd	b_Shoreline:Carrying_capactiy_PC2_sd	b_Shoreline:Settlement_date_grouping_finer_sd	b_Intercept_min	b_EA033_min	b_Carrying_capactiy_PC1:Shoreline_min	b_Shoreline:Carrying_capactiy_PC2_min	b_Shoreline:Settlement_date_grouping_finer_min	b_Intercept_max	b_EA033_max	b_Carrying_capactiy_PC1:Shoreline_max	b_Shoreline:Carrying_capactiy_PC2_max	b_Shoreline:Settlement_date_grouping_finer_max	dropped_observation_prediction_mean	dropped_observation_prediction_diff_mean
Rekohou	1.0000325094601148	79542.95850097357	75186.38165590796	2.9500877192982458	0.7236	0.2764	0.6995220237617759	-5.597891473448276	1.0013401849891879	1.5571376267334895	5.588871147758621	0.2706513836154812	0.3920714759864531	0.7804123382291378	0.6482213632583301	0.2970535836868457	-0.428239	-7.5139	-2.61482	-1.78649	4.29937	1.76735	-3.87955	4.01247	3.93689	6.94916	0.7236	0.2764
Rimatara	1.0000656823520269	76346.55269589223	76264.33773523613	2.9296315789473684	0.4188	0.5811999999999999	0.6763035200623293	-5.628477165	1.0405178238729187	1.6332817088825344	5.5901725793103445	0.27327141722332193	0.3961028985569538	0.7765794795015135	0.6416346660289776	0.29462015996273716	-0.448542	-7.23821	-2.24374	-1.34259	4.38069	1.79768	-3.92451	4.12261	3.98907	6.81304	0.4188	0.5811999999999999
Rotuma	1.0000393795453504	77036.07618559134	75969.4839885379	2.9320175438596494	0.0959	0.9041	0.6751528198433873	-5.676660295	1.0382781623720172	1.661707666229569	5.597375344482758	0.27211542653089915	0.3964018094851924	0.780019266107399	0.6394115984642796	0.29242987121159947	-0.478292	-7.34905	-2.25312	-1.23175	4.46933	1.8452	-4.12256	4.00701	4.07327	6.85565	0.0959	0.9041
Rurutu	1.000037509847181	74826.5690655858	74380.13029000793	2.943824561403509	0.4854	0.5146	0.6828919933517069	-5.621378592413793	1.0290352166424006	1.6141484502483276	5.589202735	0.2746284421908247	0.39646681081304685	0.7837383663703053	0.6460893139825918	0.2936951833055931	-0.622455	-7.20246	-2.44697	-1.55439	4.44826	1.81744	-4.06238	4.54591	4.05895	6.82752	0.4854	0.5146
Samoa	1.000076456428147	77110.61850628548	74326.46745036799	2.9631754385964912	1.161	0.16100000000000003	0.7101463201989602	-5.590382026551724	0.9679780338038909	1.5847216405408673	5.5742314967241375	0.26963131685379405	0.3986754703020434	0.7764020761394455	0.6433002960156158	0.29147035781562747	-0.504505	-7.40714	-2.64057	-1.21709	4.34638	1.76343	-3.9539	4.36904	4.22271	6.8225	1.161	0.16100000000000003
Sorol	1.0000560047976847	77555.37860332169	76550.05413197105	2.9643684210526318	0.6659	0.33409999999999995	0.6943151533518517	-5.6093208513793105	0.9979298867514603	1.605682573080569	5.584484331034483	0.27102224541442244	0.3955243039393836	0.7749812732016782	0.6462985579640547	0.29499778385899683	-0.568519	-7.37285	-2.28446	-1.32897	4.47915	1.91502	-4.12972	3.99389	3.90603	6.87599	0.6659	0.33409999999999995
Tatakoto	1.000045783231876	76899.95401755536	74116.28339882212	2.9580701754385963	0.7908	0.20920000000000005	0.7038497569923	-5.602527645517242	0.9749675545962362	1.588838554239931	5.584159514137931	0.27131656843137714	0.394540595070844	0.7783690337213506	0.641778276612488	0.2938179120330088	-0.494817	-7.42337	-2.6639	-1.64205	4.30142	1.94076	-3.80239	4.55765	3.95661	6.90025	0.7908	0.20920000000000005
Tokelau	1.000026434048627	78922.6614957325	75771.53193927601	2.951736842105263	0.87	0.13	0.7125210547656621	-5.598043828103449	0.9565824331342982	1.579960803077638	5.580087141724138	0.2703761716777208	0.3931773974918351	0.7846737853172483	0.6419167702735268	0.29649357883162825	-0.595247	-7.37141	-2.70432	-1.62805	4.29675	1.90529	-3.66767	4.08509	3.89374	6.93424	0.87	0.13
Tonga	1.0000293798087496	74917.41585688991	73111.5902059424	2.933842105263158	2.7949	1.7949000000000002	0.7121111194485	-5.488218816551724	0.9302048938986931	1.5424652310674656	5.5863353987931035	0.26596028752288714	0.4035116780945778	0.7697683661370245	0.641642257498436	0.2903545692478618	-0.419198	-7.13014	-2.26315	-1.67809	4.4899	1.76424	-3.81632	4.17472	3.68198	6.77966	2.7949	1.7949000000000002
Tungaru	1.000042369159565	78836.86567903835	74923.20669206552	2.887298245614035	8.4024	7.4024	0.5566811102493052	-5.5007972655172415	1.7030873587662363	1.5366242657978793	5.502543024310345	0.27261349486920544	0.38741915972342855	0.8081630118909389	0.6655672943024241	0.29312014161036376	-0.549811	-6.9892	-2.01378	-1.83686	4.36048	1.6737899999999999	-3.93072	5.21304	3.81614	6.80965	8.4024	7.4024
Tupuai	1.0000614952054532	75392.47653313859	74292.04584521931	2.9489122807017543	0.4948	0.5052	0.6849644879876983	-5.620285329137931	1.0240205267356723	1.6140446417057415	5.588496679655172	0.2708759727113634	0.3973677586191825	0.7777704816639922	0.6494819665839101	0.2963849191994429	-0.658998	-7.32114	-2.79927	-1.79809	4.38281	1.77866	-3.94063	4.13918	4.01528	6.96179	0.4948	0.5052
Tureia	1.0000279757050403	77374.91791546687	74110.4079681107	2.954719298245614	0.7108	0.2892	0.7014125270810055	-5.605081543965517	0.9845244407860586	1.587491548413793	5.585422176551724	0.27146060993938853	0.3926805286185994	0.7795166977460873	0.6412301525307036	0.29468644379885145	-0.434092	-7.39663	-2.68581	-1.75121	4.43041	1.74741	-3.9352	4.34412	4.11883	7.00595	0.7108	0.2892
Uvea (Wallis)	1.0000279346167786	76562.16400088309	74434.70217048265	2.94819298245614	1.7881	0.7881	0.7308860884475172	-5.572651835862069	0.9292115662931103	1.5582141820744482	5.564955069827586	0.26954498215163436	0.3943488295687282	0.7791577871282733	0.6407611246559608	0.29284255141268367	-0.603191	-7.34245	-2.41803	-1.51561	4.50172	1.76327	-3.92064	4.61135	3.81041	6.711	1.7881	0.7881
Woleai	1.0000380835392475	78210.46734715314	75717.00335924198	2.946298245614035	1.1033	0.10329999999999995	0.7148300672091397	-5.593758915172414	0.9579507524265414	1.5875109829639138	5.570885384827586	0.2694455135334616	0.39438379049387456	0.7777117460676048	0.6345793219970366	0.2949430502026554	-0.630523	-7.21991	-2.36191	-1.59398	4.24121	1.76622	-3.70244	4.31404	3.84794	6.94706	1.1033	0.10329999999999995
