fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9856092008476737	0.01406869912644326	0.7291917484288082	0.9457822574005569	0.99717363592954	0.9990550525053404	phylo	SBZR
