fit_score	Estimate	SE	control	group
elpd_waic	-96.34470814576984	8.469759313055354	none	SBZR
p_waic	13.792394910325067	3.6973805905586836	none	SBZR
waic	192.6894162915397	16.939518626110708	none	SBZR
