fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9770600730187028	0.017664843358117077	0.7271724871883939	0.9269613017103729	0.9928015290871992	0.9969120322854629	none	SBZR
