fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9135184604294317	0.04496062683881485	0.5180773444419018	0.7997729069274864	0.9700979961859468	0.9883438287501721	spatial	medium
