group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Vanuatu + Temotu	126.5731	15.898802897808324	71	186	3.4269000000000034	3.4269000000000034	130	spatial
Kanaky (main island + Loyalties)	31.7984	7.982188232113879	8	68	2.201599999999999	2.201599999999999	34	spatial
Fiji	10.0438	4.386685065124468	0	35	-2.043799999999999	2.043799999999999	8	spatial
Chuuk	3.8801	2.561714314286978	0	20	2.1199	2.1199	6	spatial
Laguas yan gåni (Guam + Northern Marianas)	6.0724	3.3925962345851137	0	23	-3.0724	3.0724	3	spatial
Pohnpei	1.4371	1.4216348668239172	0	12	1.5629	1.5629	3	spatial
Luangiua + Nukumanu	1.364	1.4267121471253672	0	14	0.6359999999999999	0.6359999999999999	2	spatial
Marquesas	2.2732	2.0420525845030992	0	19	-0.2732000000000001	0.2732000000000001	2	spatial
Niu + Tuvalu	1.7279	1.5321541500886793	0	14	0.2721	0.2721	2	spatial
Ulithi + Yap	1.3447	1.3359866750980731	0	12	0.6553	0.6553	2	spatial
Woleai	1.2821	1.303644713468319	0	17	0.7179	0.7179	2	spatial
Aotearoa	1.4245	1.646745556269307	0	13	-0.4245000000000001	0.4245000000000001	1	spatial
Banaba	0.5984	0.8680972291626832	0	7	0.40159999999999996	0.40159999999999996	1	spatial
East Futuna	0.7831	0.9843532318880823	0	7	0.21689999999999998	0.21689999999999998	1	spatial
Hawaii	0.3549	0.6982798504002157	0	9	0.6451	0.6451	1	spatial
Hereheretue	0.9532	1.0688891487901073	0	10	0.04679999999999995	0.04679999999999995	1	spatial
Kapingamarangi	0.5687	0.9046337083121663	0	8	0.4313	0.4313	1	spatial
Kosrae	0.9368	1.0843999964658952	0	9	0.06320000000000003	0.06320000000000003	1	spatial
Mangaia	0.8176	1.0232472543302276	0	9	0.1824	0.1824	1	spatial
Mangareva	1.0533	1.1174005407179826	0	10	-0.0532999999999999	0.0532999999999999	1	spatial
Marutea	1.1025	1.1665889777399314	0	9	-0.10250000000000004	0.10250000000000004	1	spatial
Mo-ava-mo-iki (Bellona + Rennelle)	0.8822	1.08528380808635	0	9	0.11780000000000002	0.11780000000000002	1	spatial
Morane	1.4038	1.4981889123210397	0	14	-0.40379999999999994	0.40379999999999994	1	spatial
Māngarongaro	1.679	1.568759095753727	0	12	-0.679	0.679	1	spatial
Napuka	0.9522	1.092627358001961	0	8	0.047799999999999954	0.047799999999999954	1	spatial
Ngatik	1.269	1.40507523771589	0	13	-0.2689999999999999	0.2689999999999999	1	spatial
Ngā Pū Toru	0.8966	1.0402964297094202	0	7	0.10340000000000005	0.10340000000000005	1	spatial
Niue	0.6464	0.8859150775059962	0	7	0.3536	0.3536	1	spatial
Nukuoro	0.8779	1.1512272244922985	0	14	0.12209999999999999	0.12209999999999999	1	spatial
Nukutaveke 59	1.0873	1.1544747685415737	0	9	-0.08729999999999993	0.08729999999999993	1	spatial
Nukutaveke 61	1.0779	1.1387542606403775	0	8	-0.07790000000000008	0.07790000000000008	1	spatial
Palau	2.3251	1.8204783448699449	0	14	-1.3251	1.3251	1	spatial
Pukapuka	1.23	1.288280236049851	0	11	-0.22999999999999998	0.22999999999999998	1	spatial
Raivavae	1.0819	1.1568605026632477	0	8	-0.08190000000000008	0.08190000000000008	1	spatial
Rakahanga-Manihiki	1.8586	1.6568888218757485	0	12	-0.8586	0.8586	1	spatial
Rapa Nui	0.8096	1.02861734642409	0	7	0.1904	0.1904	1	spatial
Raro Matai + Nia Matai	0.5713	0.8401112359020494	0	6	0.42869999999999997	0.42869999999999997	1	spatial
Rarotonga	0.8677	1.034651516393823	0	10	0.13229999999999997	0.13229999999999997	1	spatial
Ratak + Rālik	1.2409	1.3033177101940152	0	10	-0.2408999999999999	0.2408999999999999	1	spatial
Rimatara	1.0537	1.1683119469048187	0	10	-0.05370000000000008	0.05370000000000008	1	spatial
Rotuma	1.2309	1.293813195657907	0	11	-0.2309000000000001	0.2309000000000001	1	spatial
Rurutu	0.9536	1.0898466940729132	0	8	0.0464	0.0464	1	spatial
Rēkohou	0.9592	1.1663067294407221	0	11	0.04079999999999995	0.04079999999999995	1	spatial
Sorol	0.7402	0.9899504837091699	0	8	0.25980000000000003	0.25980000000000003	1	spatial
Sāmoa	2.1405	1.754328223780167	0	14	-1.1404999999999998	1.1404999999999998	1	spatial
Tatakoto + Reao	0.9369	1.065378755743383	0	10	0.06310000000000004	0.06310000000000004	1	spatial
Tokelau	1.6207	1.4842681075808097	0	10	-0.6207	0.6207	1	spatial
Tonga	2.501	1.999999749974982	0	14	-1.501	1.501	1	spatial
Tuamotu + Puka-puka	1.0874	1.2969693338492219	0	11	-0.08739999999999992	0.08739999999999992	1	spatial
Tungaru	2.017	1.7501477942534376	0	15	-1.017	1.017	1	spatial
Tupuai	1.0221	1.1493231418397685	0	9	-0.02210000000000001	0.02210000000000001	1	spatial
Tureia	0.9989	1.1032771691878724	0	9	0.0010999999999999899	0.0010999999999999899	1	spatial
Tuvalu 31	1.5428	1.4373499078080283	0	11	-0.5428	0.5428	1	spatial
Tuvalu 32	1.5154	1.4301634091031954	0	13	-0.5154000000000001	0.5154000000000001	1	spatial
Uvea (Wallis)	0.8402	1.0126038201832268	0	8	0.15980000000000005	0.15980000000000005	1	spatial
Ānewetak	0.8909	1.0700989212078091	0	11	0.10909999999999997	0.10909999999999997	1	spatial
