fit_score	Estimate	SE	control	group
elpd_waic	-105.50063234707646	6.0587200845272555	phylo	medium
p_waic	12.541348073822576	2.1867874923267125	phylo	medium
waic	211.00126469415292	12.117440169054511	phylo	medium
