fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9190427791288391	0.041333637385909255	0.5086002693225669	0.8155918106036324	0.9705580469621918	0.9880301708074427	spatialphylo	medium
