variable	Vanuatu + Temotu	New Caledonia (incl loyalties)	Fiji	Chuuk	Laguas_yan_gani	Pohnpei	Waab	Anuta-Tikopia	Marquesas	Nukumanu-Luangiua	Satawal	Tuvalu	Anewetak	Aotearoa	Banaba	East Futuna	Hawai'i	Hereheretue	Kapingamarangi	Kosrae	Mangaia	Mangareva	Mangarongaro	Marutea	Mo-ava-mo-iki	Morane	Napuka	Nga Pu Toru	Nia Matai	Niue	Nukuoro	Nukutaveke	Palau	Paumotu	Puka-puka	Pukapuka	Raivavae	Rakahanga-Manihiki	Ralik	Rapa Nui	Raro Matai	Rarotonga	Ratak	Reao	Rekohou	Rimatara	Rotuma	Rurutu	Samoa	Sorol	Tatakoto	Tokelau	Tonga	Tungaru	Tupuai	Tureia	Uvea (Wallis)	Woleai	NONE
b_Shoreline:Settlement_date_grouping_finer_mean	4.969015792931034	6.733503422068965	7.344654392586207	7.303322711724138	7.8517930268965515	7.4286386379310345	7.3111441744827586	7.307711800862069	7.276928973275862	7.320368370517241	7.353846077758621	7.2827645413793105	7.3316771031034484	6.9928574741379315	7.319272027586207	7.29702994	7.3549851101724135	7.3172140239655175	7.253364881206896	7.331578242931035	7.317940446724138	7.306988814827586	7.338927312068965	7.300437377241379	7.289457498793103	7.320047978448276	7.31988858724138	7.3135527472413795	7.350012055517241	7.3067083348275865	7.269958892586207	7.299401731896552	7.208208110172413	7.264433714482759	7.319181701034482	7.325084569310345	7.31643902	7.333176064827586	7.291088691724138	7.315097850344827	7.346377155862069	7.315303240517242	7.2837747665517245	7.313879998620689	7.303329803448276	7.32476724637931	7.343260993965517	7.32047492862069	7.2821318884482755	7.310203581551725	7.314767192241379	7.3351924534482755	7.312533384655173	7.148904801724138	7.321454870172413	7.316412718448276	7.277642845689655	7.300915501034483	7.2987381881034485
b_Intercept_sd	0.28688403446794797	0.2719729202072514	0.27603962614044275	0.2756447510743089	0.2535968188660674	0.27631777528620416	0.2722348551853462	0.2915497344704607	0.2703379929862669	0.2736004977156551	0.2773365456228204	0.2713824918389159	0.2736072274403138	0.2819928269663116	0.2781684076444109	0.2743043857035357	0.27162884172632057	0.2734930329393132	0.2706819630676486	0.272677965924209	0.27586948730690186	0.27217003878900115	0.271324985556735	0.27137944666401115	0.2722793140589231	0.27584400944133053	0.27454323681807846	0.2721383028141757	0.2742109336735407	0.27659638411847165	0.27347297905948303	0.2701753448500976	0.2651899112542793	0.2764850689964626	0.2713818445087878	0.27437871379131124	0.27226280160517613	0.27382061487668713	0.27110710358318396	0.2769399904743603	0.2733710630082844	0.2738839614404547	0.2733950933958749	0.27149910090311175	0.2722136748825488	0.27855025089855645	0.27479859915541155	0.2755680803966292	0.26984780118297785	0.27420621229447145	0.2725024173847473	0.27033233206454454	0.2675764674587	0.2760040854787951	0.2728120452358711	0.27416901006427424	0.2712029279380092	0.2701280001303783	0.2689482606777662
b_EA033_sd	0.5574516573641877	0.3716439109368442	0.28481644484482077	0.2737628024007114	0.2690282357421651	0.2763244476424587	0.275580182674855	0.2736319099261563	0.2734288055031915	0.274884096056927	0.27634352512595434	0.27209413668099747	0.27505803742263607	0.31327483144583645	0.2750869310072721	0.2739278906801378	0.2756044064137003	0.27524026656705325	0.2730800401132527	0.2749163554106022	0.2755025390068219	0.27430336826087565	0.27216710947481476	0.2762310728482575	0.27491192110824814	0.2740701280178551	0.2761778299316102	0.2756968389276459	0.27552257538302055	0.2756955159132682	0.27490891092122427	0.27329256238432986	0.2728365232863435	0.27395392436729404	0.2752331762825982	0.2740076214388617	0.2738507533092506	0.2738123690253466	0.27587676992339394	0.2752069578479027	0.27621518460011585	0.27471215087212125	0.27753333810960673	0.27357183721407946	0.27465001955891644	0.27829996593028306	0.276086474927607	0.27550351818138025	0.27658748619979734	0.2765151813907836	0.2738567441397867	0.2739426861026665	0.2775809066102476	0.273426596173356	0.2753737391937563	0.2758657687053153	0.27576806374834834	0.27409977707625	0.2747000263682135
b_Carrying_capactiy_PC1:Shoreline_sd	0.9146273521083428	0.9054241241761375	0.8014228785804581	0.8646871587314111	0.8388419299951746	0.8330551350540043	0.809889618239513	0.837142685249657	0.8026620683319574	0.8160417890804783	0.8091665525949814	0.826691103435446	0.8102089792461512	0.8151827225177739	0.8140146503538759	0.8143188109599991	0.8111862090355338	0.8098303887679167	0.797427954132151	0.8090785130428214	0.8130446523499334	0.8104489080551802	0.8102359493148373	0.808960462949742	0.8057511915355238	0.8106565876260624	0.8096275051803531	0.8046181609290703	0.8231306190391432	0.8087798896733657	0.8038586942580024	0.8065172307601921	0.7929981579496719	0.8401837846429957	0.8010220595784722	0.8096891310918165	0.8107483553019501	0.8070624711291429	0.8146169661668393	0.8135911808071747	0.8156879874927075	0.8048595713667924	0.8266396565435008	0.8060144169687202	0.8096711351647763	0.8106274519456746	0.8043970428839091	0.8087384352228069	0.8047211333819039	0.8069309667609765	0.8093870847557332	0.8134768550613559	0.7876056402732468	0.8412902566480448	0.805761556380021	0.8095429773313739	0.8010302947624701	0.7999130837426017	0.8060848547693449
b_Shoreline:Carrying_capactiy_PC2_sd	0.7728547076025162	0.5690162554968022	0.5579258162487949	0.5567446721916144	0.7364211106561761	0.547583860964126	0.5551740799854202	0.5612146513607961	0.5553961337564381	0.557668125869739	0.5586834495982523	0.5546509247534008	0.5550073790126953	0.9910275526326461	0.5591862712481552	0.5553465801382943	0.555796933511814	0.5540542531979163	0.5520554341813219	0.550061869696792	0.5559334364041952	0.5543128678444138	0.553943655622814	0.5556852791337921	0.5574525620075204	0.55519890807919	0.5523070936476835	0.5524213651029098	0.5563978742811236	0.5537312322201114	0.5529995762880636	0.5507542613317101	0.5612481691999778	0.5582638134492686	0.5511392830728895	0.5548356363275494	0.554910382863293	0.5551672000003127	0.5499794701759076	0.5581235297641287	0.554016546222826	0.5514353386536521	0.554987898700367	0.5527165002495333	0.5564744681135658	0.5585431573411553	0.5544964409615462	0.5559435659270802	0.5561221578760962	0.5525774100756442	0.5505544382943307	0.5575338399748381	0.5470434187796388	0.5642390943562086	0.5516262587132418	0.5575096017291024	0.554487124812627	0.5509981540841201	0.552477293804887
b_Shoreline:Settlement_date_grouping_finer_sd	0.4528345247260956	0.4570540218519386	0.34661294752317506	0.3606269538724852	0.3615318379035006	0.3585475631701691	0.3545830471076477	0.35192869204765603	0.35843550410144626	0.36059097942318435	0.3561234374987174	0.3572938518486924	0.35392411186857914	0.3390785142730424	0.35371204497140074	0.35368729358529444	0.3551164509453306	0.3512647451646138	0.35289987594734595	0.351556655946093	0.3538895771141564	0.3545044993509759	0.35452870802234404	0.35337548022762466	0.3505405506840809	0.3527760606006799	0.3552892851464986	0.35272066978885597	0.35565768723750596	0.35331624096330927	0.3524843085101098	0.35341951089091356	0.34565242853831707	0.35562916000493716	0.352475352760887	0.35471650712814434	0.3546061559824665	0.3540551470479341	0.35499140070623914	0.3531203409338044	0.35622019464384436	0.35359920629627284	0.3540145545129282	0.3528152589751461	0.3532528930874485	0.35261871371779085	0.3550230675615828	0.35369356068497604	0.3472754042251808	0.355016985349652	0.354237364893687	0.3566671561761307	0.34358380651723847	0.3515152874839662	0.3545764577317077	0.3541803647614	0.34989513102950937	0.35442392970173503	0.35149637909289666
b_Intercept_min	-0.989943	-0.758841	-0.788645	-0.755082	0.280428	-0.614622	-0.835265	-0.778245	-0.68514	-0.977448	-1.13197	-0.85597	-0.89985	-0.91791	-0.75862	-0.714816	-0.715504	-0.613926	-0.699369	-0.905924	-1.08159	-0.748015	-0.775225	-0.864301	-0.780023	-0.773239	-0.814891	-0.86313	-0.7282	-0.802913	-0.714702	-0.715262	-0.717079	-0.8086	-0.773538	-0.836576	-0.714083	-0.977667	-0.785684	-0.821995	-0.733554	-0.808475	-0.723581	-0.896531	-0.688159	-0.870619	-0.724184	-0.732309	-0.796167	-0.679948	-0.690749	-0.813432	-0.687147	-0.939453	-0.795939	-0.720493	-0.770643	-0.654091	-0.847428
b_EA033_min	-2.88131	-6.84967	-5.71129	-5.74437	-6.16869	-5.96033	-5.70056	-5.77003	-5.65463	-5.91157	-5.77346	-5.73941	-5.86064	-6.56933	-5.72819	-5.98481	-5.73687	-5.80176	-5.69383	-5.77489	-5.74965	-5.77006	-5.70085	-6.06495	-5.76998	-5.87761	-6.09431	-6.01422	-5.75576	-5.79042	-5.86079	-5.66709	-5.6936	-5.71403	-5.78264	-5.80558	-5.77908	-5.67824	-5.72964	-5.91466	-5.79338	-5.80076	-5.72512	-5.84667	-5.73561	-5.82914	-5.78962	-5.7229	-5.80134	-5.74382	-5.71258	-5.70721	-5.59538	-5.65567	-5.74981	-5.66823	-5.72776	-5.90338	-5.78428
b_Carrying_capactiy_PC1:Shoreline_min	-6.76717	-4.37673	-4.97878	-5.03193	-6.88188	-5.38878	-5.57811	-5.19832	-4.50557	-4.70935	-5.02181	-4.7216	-4.63917	-5.73367	-5.01396	-4.96838	-4.92764	-4.62244	-4.96737	-4.76173	-4.79982	-5.42995	-4.93198	-4.7925	-4.74355	-4.77707	-4.79364	-4.71378	-4.78337	-4.45132	-4.65088	-4.51549	-4.21936	-4.91755	-5.43828	-4.48083	-4.68348	-4.59769	-4.74652	-5.40192	-4.61658	-4.94326	-4.56516	-4.691	-4.50967	-4.68421	-4.49418	-4.52804	-4.81168	-4.72643	-4.89781	-5.48453	-4.77421	-4.57475	-4.5768	-4.73457	-4.96767	-4.85751	-4.96737
b_Shoreline:Carrying_capactiy_PC2_min	-4.22088	-0.728014	-1.08039	-0.758715	-3.71325	-1.02628	-0.671087	-0.66794	-1.15502	-0.884457	-0.920091	-0.880437	-1.17153	1.0992	-0.863944	-0.972359	-0.955046	-1.25008	-1.16182	-0.707133	-1.04001	-0.986083	-0.747784	-1.11832	-1.06536	-1.3583	-0.887169	-1.08988	-1.57297	-0.851275	-0.984401	-0.856334	-1.10012	-0.826162	-0.630777	-1.33957	-1.00434	-0.797716	-0.865896	-1.16751	-0.864698	-0.652719	-0.944251	-0.764391	-0.836809	-0.8121	-0.969336	-0.697295	-0.951416	-0.560623	-0.827836	-0.917485	-0.896941	-1.56449	-0.588914	-1.10219	-0.833818	-1.01463	-1.13718
b_Shoreline:Settlement_date_grouping_finer_min	3.05817	4.95804	5.95982	5.84159	6.31012	5.9816	5.89773	5.99169	5.72589	5.94506	6.09313	5.94724	5.94389	5.48931	5.76973	5.77971	5.94243	5.811	5.89276	5.60718	5.92564	5.93946	5.8772	5.98576	6.00812	5.86877	5.94962	5.95937	5.88265	5.85934	5.97189	5.73054	5.73109	5.74116	5.95866	5.97909	5.94851	5.79903	5.79031	5.8641	5.93802	5.90295	5.9039	5.95638	5.86862	5.94463	5.97331	5.87485	5.6113	5.78188	5.78731	5.86342	5.74906	5.82448	5.88082	5.89038	5.84619	5.96694	5.91601
b_Intercept_max	1.37121	1.62392	1.44901	1.57781	2.3255	1.64891	1.49916	1.58183	1.58513	1.49897	1.55585	1.5796	1.75643	1.42375	1.48334	1.66263	1.6242	1.50583	1.63509	1.43685	1.46713	1.67165	1.63833	1.52784	1.56168	1.50189	1.59155	1.53913	1.55627	1.61629	1.60576	1.60925	1.56004	1.52379	1.64591	1.58382	1.53644	1.61213	1.52328	1.51459	1.49649	1.5812	1.55362	1.55482	1.62238	1.48066	1.44942	1.58006	1.50668	1.60704	1.63108	1.52825	1.51261	1.46472	1.59332	1.56963	1.54279	1.56067	1.59518
b_EA033_max	2.21102	-3.56599	-3.10702	-3.445	-3.93083	-3.62121	-3.47554	-3.3491	-3.49849	-3.39058	-3.46439	-3.38049	-3.49786	-3.83504	-3.46109	-3.40825	-3.46358	-3.04893	-3.41486	-3.4276	-3.39872	-3.43875	-3.48357	-3.33875	-3.46964	-3.48745	-3.50192	-3.42545	-3.45501	-3.46029	-3.51594	-3.26259	-3.38497	-3.52445	-3.54707	-3.42312	-3.38585	-3.32743	-3.40725	-3.43062	-3.33694	-3.42832	-3.34312	-3.48535	-3.41992	-3.40994	-3.53097	-3.23859	-3.2685	-3.39189	-3.4477	-3.43054	-3.23426	-3.31537	-3.44012	-3.36674	-3.19129	-3.50883	-3.3819
b_Carrying_capactiy_PC1:Shoreline_max	0.894847	3.40913	2.18463	2.04597	0.247027	1.63754	1.88437	1.9046	2.05945	2.2169	2.3478	2.5053	1.99662	0.891346	1.83763	1.70672	1.76355	1.89214	1.94385	2.4529	2.38118	1.79684	1.93425	2.34247	1.86347	2.12967	2.06268	2.1301	1.87986	1.99264	1.82376	2.03331	2.32019	2.33861	2.01457	1.74961	1.94012	2.17961	1.86975	2.03378	2.19721	1.82186	1.95216	2.1135100000000002	1.82721	2.33175	2.06489	1.76963	1.86681	1.7835	1.93805	1.85205	1.92213	2.4864	1.76184	2.54362	2.24906	1.68562	2.02886
b_Shoreline:Carrying_capactiy_PC2_max	2.50713	4.1737	3.77845	3.89172	2.56921	4.42417	3.86188	3.89985	3.73433	4.16793	4.00299	4.09776	4.00197	9.3911	3.85285	3.89064	3.77212	3.75778	4.20922	4.00102	3.9862	4.05641	3.93651	4.03665	3.83363	3.79031	3.98943	4.34906	3.97292	3.78742	3.99285	3.84412	3.91364	3.86961	3.84128	4.03203	4.03346	4.14658	3.751	3.8745	4.09084	3.89033	3.79339	4.02215	3.83964	3.89354	4.02562	3.81561	3.83815	3.91867	3.89791	4.00495	3.8434	4.2284	3.96401	3.80703	3.82051	3.78982	4.03935
b_Shoreline:Settlement_date_grouping_finer_max	6.8147	8.71515	8.77601	8.83507	9.65412	8.86655	8.8116	8.7172	8.86146	8.63009	9.0135	8.82646	8.93984	8.4533	8.86001	8.72288	8.87783	8.98106	8.66151	8.77953	8.9224	8.81874	8.92273	8.78912	8.83488	8.91939	8.74808	8.73358	8.85857	8.85497	8.83266	8.75523	8.68325	8.67733	8.8028	8.80779	8.71857	8.9432	8.95155	8.85129	8.85573	8.84082	8.84252	8.75322	9.04208	8.95245	8.78911	8.91395	8.70125	8.8524	8.77028	8.82478	8.72055	8.60489	8.86026	8.9091	8.89295	8.8296	8.91531
dropped_observation_prediction_mean	8.4137	18.5152	12.9782	6.0353	73.4439	0.3817	2.751	1.8019	2.5175	1.6527	0.7013	2.4235	0.2749	198.8226	0.36	1.2897	0.0592	0.61	2.2764	0.2118	0.4505	0.8972	0.3487	0.9495	1.4763	0.5078	0.5401	0.7274	0.2132	0.7573	1.6298	0.9782	7.3094	1.6322	0.604	0.4071	0.6014	0.3722	1.2602	0.4499	0.1322	0.6031	1.4537	0.704	0.9288	0.4319	0.1307	0.4879	1.9008	0.6744	0.6736	0.4877	6.8123	6.7568	0.487	0.6696	1.8747	0.9441	4.154525862068966
dropped_observation_prediction_diff_mean	119.5863	15.4848	4.978199999999999	0.03530000000000033	70.4439	2.6183	0.2490000000000001	0.19809999999999994	0.5175000000000001	0.34729999999999994	1.2987	0.4235000000000002	0.7251000000000001	197.8226	0.64	0.28970000000000007	0.9408	0.39	1.2764000000000002	0.7882	0.5495	0.1028	0.6513	0.05049999999999999	0.47629999999999995	0.49219999999999997	0.4599	0.27259999999999995	0.7867999999999999	0.24270000000000003	0.6297999999999999	0.02180000000000004	6.3094	0.6322000000000001	0.396	0.5929	0.39859999999999995	0.6278	0.2602	0.5501	0.8678	0.39690000000000003	0.4537	0.29600000000000004	0.07120000000000004	0.5681	0.8693	0.5121	0.9008	0.3256	0.3264	0.5123	5.8123	5.7568	0.513	0.3304	0.8747	0.05589999999999995	2.3952741379310343
