fit_score	Estimate	SE	control	group
elpd_loo	-101.86068141189918	10.187778892561186	none	SBZR
p_loo	19.308368176454422	5.417698061375374	none	SBZR
looic	203.72136282379836	20.37555778512237	none	SBZR
