fit_score	Estimate	Est.Error	Q0	Q2.5	Q97.5	Q100	control	group
R2	0.9858197715237761	0.01389875104692192	0.7477342869147546	0.9465612323929758	0.9972275745882562	0.998962149482671	spatialphylo	SBZR
