group	mean	sd	min	max	diff_poisson	diff_poisson_abs	lg_count	control
Malakula	28.0456	7.500636412642561	7	63	4.9544	4.9544	33	spatial
Kanaky (New Caledonia main island)	30.958	7.865521129732233	9	64	-1.9579999999999984	1.9579999999999984	29	spatial
Santo	21.0896	6.282110977357307	4	46	2.910399999999999	2.910399999999999	24	spatial
Ambrym	4.5714	2.7851530923406664	0	20	1.4286000000000003	1.4286000000000003	6	spatial
Efate	3.4675	2.295489202123963	0	17	1.5325000000000002	1.5325000000000002	5	spatial
Pentecost	4.162	2.5039135285180736	0	17	0.8380000000000001	0.8380000000000001	5	spatial
Tanna	3.8661	2.4583277095441836	0	18	1.1339000000000001	1.1339000000000001	5	spatial
Viti Levu + Yasawa	2.7085	2.02285366344043	0	13	1.2915	1.2915	4	spatial
Erromango	2.1314	1.719427138022515	0	12	0.8685999999999998	0.8685999999999998	3	spatial
Laguas yan gåni (Guam + Northern Marianas)	5.7817	3.1894611419858405	0	24	-2.7817	2.7817	3	spatial
Maewo	3.2838	2.1694995351055697	0	16	-0.28379999999999983	0.28379999999999983	3	spatial
Vanua Lava	3	2.0771690983514834	0	15	0	0	3	spatial
Ambae	2.7412	2.0608365448832844	0	16	-0.7412000000000001	0.7412000000000001	2	spatial
Duff + Reef Islands	1.7655	1.5851690843889843	0	13	0.23449999999999993	0.23449999999999993	2	spatial
Tungaru + Tuvalu	2.2461	1.8643182019805051	0	15	-0.2461000000000002	0.2461000000000002	2	spatial
Ureparapara	1.5138	1.4044240102903638	0	12	0.48619999999999997	0.48619999999999997	2	spatial
Aneityum	1.4637	1.3782134294896864	0	11	-0.4637	0.4637	1	spatial
Anuta	0.8768	1.2132472777202878	0	12	0.12319999999999998	0.12319999999999998	1	spatial
Aore	1.9499	1.6275917471803392	0	15	-0.9499	0.9499	1	spatial
Aotearoa	0.9528	1.3575553232356923	0	12	0.04720000000000002	0.04720000000000002	1	spatial
Avaiki Nui (south)	0.9352	1.0847666255297432	0	7	0.06479999999999997	0.06479999999999997	1	spatial
Chuuk	1.7041	1.56044438820128	0	12	-0.7041	0.7041	1	spatial
East Futuna	1.0134	1.1333794134752444	0	8	-0.013400000000000079	0.013400000000000079	1	spatial
Futuna + Aniwa	1.5507	1.5753341479723522	0	13	-0.5507	0.5507	1	spatial
Hawaii	0.293	0.6074437412550062	0	6	0.7070000000000001	0.7070000000000001	1	spatial
Hiu	1.3636	1.3255831762193226	0	10	-0.3635999999999999	0.3635999999999999	1	spatial
Kadavu	1.4019	1.3557876699618574	0	11	-0.4018999999999999	0.4018999999999999	1	spatial
Kapingamarangi	1.0978	1.2240036676815351	0	9	-0.09780000000000011	0.09780000000000011	1	spatial
Kosrae	0.5844	0.8502640383395557	0	9	0.41559999999999997	0.41559999999999997	1	spatial
Lau	1.9812	1.7047982853462083	0	12	-0.9812000000000001	0.9812000000000001	1	spatial
Lifou	1.823	1.5930865615148626	0	11	-0.823	0.823	1	spatial
Loh-Toga	2.6464	1.9331168443923423	0	13	-1.6463999999999999	1.6463999999999999	1	spatial
Luangiua	1.2244	1.3252246081424095	0	11	-0.22439999999999993	0.22439999999999993	1	spatial
Mangareva	1.1449	1.2224783987226664	0	12	-0.14490000000000003	0.14490000000000003	1	spatial
Mo-ava-mo-iki (Bellona + Rennelle)	1.2322	1.2785329970956816	0	11	-0.23219999999999996	0.23219999999999996	1	spatial
Mota	0.9869	1.1232339718222315	0	9	0.0131	0.0131	1	spatial
Mota Lava	1.597	1.418306087985214	0	9	-0.597	0.597	1	spatial
Māngarongaro	0.7995	1.0200018580272479	0	12	0.2005	0.2005	1	spatial
Nengone	1.4134	1.3801778613979103	0	13	-0.4134	0.4134	1	spatial
Niue	1.021	1.1188763061298788	0	8	-0.020999999999999908	0.020999999999999908	1	spatial
Nukuoro	1.0321	1.21779222028603	0	10	-0.03210000000000002	0.03210000000000002	1	spatial
Paama	1.656	1.4948202061602174	0	11	-0.6559999999999999	0.6559999999999999	1	spatial
Palau	1.9294	1.6857342050219537	0	14	-0.9294	0.9294	1	spatial
Pohnpei	0.7171	0.9436930887023421	0	8	0.28290000000000004	0.28290000000000004	1	spatial
Pukapuka	0.5575	0.8214385102505313	0	12	0.4425	0.4425	1	spatial
